structure_number,latitude,longitude,year_built,hwb_class,material,gmpe_model,sa1s_used,replacement_cost_usd,repair_cost_usd,p_none,p_none,p_slight,p_slight,p_moderate,p_moderate,p_extensive,p_extensive,p_complete,p_complete,predicted_ds,obs
52 0115,34.27833333,-118.7016667,1962.0,HWB4,concrete,CY14,0.558937255284548,665598.4335,0.0005616862795248283,1.0,0.999999971920001,0.0,2.8050515560742314e-08,0.0,2.9439504072534714e-11,0.0,4.3942449801176394e-14,0.0,1.798521410263304e-20,none,none
52 0117,34.26,-118.7466667,1962.0,HWB7,concrete,CY14,0.448865141581222,0.0,0.0,1.0,0.999985242148479,0.0,1.4757818013358749e-05,0.0,3.3507447060505246e-11,0.0,2.341353284862107e-16,0.0,3.6707776688073882e-25,none,none
52 0118,34.26333333,-118.735,1968.0,HWB10,steel,CY14,0.451556161215358,26983474.0175,0.17068424841921395,1.0,0.9999997891508,0.0,2.1084851085706058e-07,0.0,6.888334052392902e-13,0.0,2.9937456239260264e-16,0.0,2.7002763131852685e-22,none,none
52 0119,34.28666667,-118.6966667,1935.0,HWB7,concrete,CY14,0.658790395786856,1351350.0,484.56628939286435,1.0,0.9880507299082243,0.0,0.011947244845770715,0.0,2.024965554534078e-06,0.0,2.804504848530834e-10,0.0,2.7001228151801967e-17,none,none
52 0120,34.28666667,-118.7233333,1979.0,HWB4,concrete,CY14,0.637012163008527,1486485.0,0.039844102698811834,1.0,0.9999991097225975,0.0,8.883762932338284e-07,0.0,1.8960280717197085e-09,0.0,5.081191755729613e-12,0.0,6.387038106170759e-18,none,none
52 0122,34.27666667,-118.8733333,1952.0,HWB5,concrete,CY14,0.303958366757644,1351350.0,158.59136441559633,1.0,0.996099851570545,0.0,0.0038931194859814435,0.0,7.018196616088815e-06,0.0,1.0746854594609572e-08,0.0,2.8892485599909088e-15,none,none
52 0123,34.265,-118.7466667,1966.0,HWB5,concrete,CY14,0.520914425498481,1351350.0,24568.799355551677,0.0,0.48688463725722075,1.0,0.4635906859328878,0.0,0.04769457408724343,0.0,0.0018299460314348645,0.0,1.5669121311923637e-07,none,none
52 0124,34.25666667,-118.76,1965.0,HWB7,concrete,CY14,0.396417754976168,1351350.0,0.032413322978177554,1.0,0.9999992004712983,0.0,7.99528262882786e-07,0.0,4.387870160646958e-13,0.0,1.1580716606290035e-18,0.0,4.763389892870373e-28,none,none
52 0125,34.26666667,-118.76,1999.0,HWB10,steel,CY14,0.507012359713494,1985733.75,0.2226332972325009,1.0,0.9999962628510777,0.0,3.7371105993362134e-06,0.0,3.829354329970318e-11,0.0,2.947490091734389e-14,0.0,6.453048795247456e-20,none,none
52 0141,34.18,-118.875,1939.0,HWB5,concrete,CY14,0.305795435749624,1351350.0,173.38773345375046,1.0,0.9957366024117839,0.0,0.004255338575233704,0.0,8.046232014951477e-06,0.0,1.2780963806018605e-08,0.0,3.66765221852902e-15,none,none
52 0148,34.27333333,-118.7783333,1971.0,HWB5,concrete,CY14,0.526652296087215,1351350.0,25928.98414616448,0.0,0.46507539181836643,1.0,0.47953561631368025,0.0,0.053211799164342745,0.0,0.0021769835607189504,0.0,2.0914289160483956e-07,slight,none
52 0150,34.28166667,-118.795,1981.0,HWB6,concrete,CY14,0.513793922259814,1486485.0,7674.495919869693,1.0,0.8283192103103583,0.0,0.17144961569161374,0.0,0.0002260831900068888,0.0,5.090748522228626e-06,0.0,5.949887342687714e-11,none,none
52 0169,34.17,-118.7683333,1975.0,HWB16,steel,CY14,0.43910957600809,1899397.5,3.7830726089006674e-08,1.0,0.9999999999997512,0.0,0.0,0.0,2.4867113045290236e-13,0.0,9.413527915752791e-17,0.0,6.853749245338216e-23,none,none
52 0171,34.26166667,-118.66,1974.0,HWB7,concrete,CY14,0.509836239485847,0.0,0.0,1.0,0.999800190780375,0.0,0.0001998072927766797,0.0,1.9268119466961613e-09,0.0,3.6426977567338486e-14,0.0,2.2465153723907566e-22,none,none
52 0172,34.24166667,-118.9,1972.0,HWB5,concrete,CY14,0.27950840890146,0.0,0.0,1.0,0.9989645998839755,0.0,0.0010344428699180044,0.0,9.563676359154782e-07,0.0,8.784705232477182e-10,0.0,9.519618768703501e-17,none,none
52 0175,34.39666667,-118.795,1974.0,HWB5,concrete,CY14,0.43296001537773,1351350.0,7904.571131928581,1.0,0.8137554838851964,0.0,0.18122064457215406,0.0,0.004959995964906995,0.0,6.38748067788214e-05,0.0,7.709637496620607e-10,none,none
52 0204,34.27833333,-118.795,1979.0,HWB4,concrete,CY14,0.508962468508026,2636033.4,0.00014481758553303625,1.0,0.9999999981706711,0.0,1.8281762176924059e-09,0.0,1.1515133539011905e-12,0.0,1.1292601857249992e-15,0.0,2.0660363603706707e-22,none,none
52 0206,34.27166667,-118.78,1956.0,HWB5,concrete,CY14,0.519025948220964,0.0,0.0,0.0,0.49412707694462743,1.0,0.4581792587249645,0.0,0.04596701453270724,0.0,0.0017265075019084067,0.0,1.4229579242560182e-07,none,none
52 0225,34.25666667,-118.7433333,1962.0,HWB7,concrete,CY14,0.421808430686636,1351350.0,0.14571445301721814,1.0,0.9999964057132548,0.0,3.594282731159284e-06,0.0,4.0140307093463545e-12,0.0,1.7236938346773366e-17,0.0,1.3838356864679097e-26,none,none
52 0226,34.29666667,-118.72,1979.0,HWB4,concrete,CY14,0.643334824772901,16469609.6565,0.5637312968069016,1.0,0.9999988633554426,0.0,1.13408407397564e-06,0.0,2.5533317933940253e-09,0.0,7.151578832305324e-12,0.0,9.783610697524653e-18,none,none
52 0227,34.29333333,-118.72,1979.0,HWB4,prestressed_concrete,CY14,0.648543095970922,7047040.000000001,0.293988783278023,1.0,0.9999986148839438,0.0,1.3818567285572257e-06,0.0,3.249891083030264e-09,0.0,9.436569999672959e-12,0.0,1.3833098027556361e-17,none,none
52 0228,34.29,-118.7216667,1979.0,HWB4,concrete,CY14,0.63690574614956,4776968.196,0.12751195664691276,1.0,0.9999991134120877,0.0,8.846963932575596e-07,0.0,1.8864672886772093e-09,0.0,5.051795106747838e-12,0.0,6.340999351997536e-18,none,none
52 0229,34.28,-118.73,1965.0,HWB7,concrete,CY14,0.606261860033055,4997562.57,561.5581592472832,1.0,0.9962548743288974,0.0,0.0037448729582729838,0.0,2.5269444075433703e-07,0.0,1.8388861646686758e-11,0.0,7.274400717471318e-19,none,none
52 0231,34.28333333,-118.6983333,1946.0,HWB3,concrete,CY14,0.674337118507698,1351350.0,0.1436204643180372,1.0,0.9999964746276913,0.0,3.5151306380667835e-06,0.0,1.0206394050017309e-08,0.0,3.527654547981973e-11,0.0,7.222256540002791e-17,none,none
52 0232,34.275,-118.665,1965.0,HWB7,concrete,CY14,0.68485570552108,1351350.0,789.8144216981309,1.0,0.9805263236131995,0.0,0.019468620300689143,0.0,5.055141345671337e-06,0.0,9.447656308113922e-10,0.0,1.3772103245153304e-16,none,none
52 0233,34.26833333,-118.6783333,1965.0,HWB5,concrete,CY14,0.505898529468971,1351350.0,21152.169682532756,0.0,0.5451302204258781,1.0,0.4186009051188462,0.0,0.035133400835152574,0.0,0.0011354021637404147,0.0,7.145638276368752e-08,none,none
52 0234,34.26833333,-118.6816667,1965.0,HWB5,prestressed_concrete,CY14,0.500337456665405,3884530.65,57319.774612286084,0.0,0.566957616344784,1.0,0.4009572394080646,0.0,0.031141973233162454,0.0,0.0009431181898905118,0.0,5.28240983638662e-08,none,none
52 0235,34.26666667,-118.7166667,1982.0,HWB4,concrete,CY14,0.453065415395012,1486485.0,2.0379241393725526e-06,1.0,0.9999999999543265,0.0,4.565828301594163e-11,0.0,1.522269685599723e-14,0.0,8.852185470008132e-18,0.0,5.949212904918935e-25,none,none
52 0236,34.29166667,-118.72,1979.0,HWB4,concrete,CY14,0.642986055534019,1486485.0,0.050204844889103,1.0,0.9999988784315683,0.0,1.119049312571457e-06,0.0,2.5121000304282157e-09,0.0,7.019060033628725e-12,0.0,9.557798631584122e-18,none,none
52 0242,34.14333333,-118.8566667,1953.0,HWB5,concrete,CY14,0.284205156310022,1351350.0,55.44350610724741,1.0,0.9986348036159421,0.0,0.0013637544837414865,0.0,1.4404355521636563e-06,0.0,1.4647639630662246e-09,0.0,1.9016997464426766e-16,none,none
52 0251,34.175,-118.7633333,1980.0,HWB16,concrete,CY14,0.448388241155006,15122903.796,6.467542530385865e-07,1.0,0.9999999999994659,0.0,0.0,0.0,5.338814208929865e-13,0.0,2.2410003337940796e-16,0.0,1.915176895315926e-22,none,none
52 0252,34.18,-118.7683333,1980.0,HWB16,concrete,CY14,0.44495900898877,4826914.092000001,1.5612295457232636e-07,1.0,0.999999999999596,0.0,0.0,0.0,4.0379326546614407e-13,0.0,1.631863896556254e-16,0.0,1.314929718726639e-22,none,none
52 0260,34.43166667,-118.76,1983.0,HWB6,concrete,CY14,0.46168576632646,1486485.0,3085.3421803365973,1.0,0.9308608334905901,0.0,0.06911202318052274,0.0,2.6768369281932173e-05,0.0,3.7495807907982066e-07,0.0,1.5261553154997282e-12,none,none
52 0261,34.43833333,-118.76,1983.0,HWB8,concrete,CY14,0.461610825165384,1486485.0,557.2264318801302,1.0,0.9878955599337487,0.0,0.01188069838796867,0.0,0.00022055671704660835,0.0,3.1848767556372117e-06,0.0,8.448036408225168e-11,none,none
52 0262,34.245,-118.8683333,1982.0,HWB5,concrete,CY14,0.296702281249916,0.0,0.0,1.0,0.997293762751779,0.0,0.002702210611122793,0.0,4.021321382780923e-06,0.0,5.315714340027854e-09,0.0,1.1001619244240276e-15,none,none
52 0263,34.145,-118.835,1968.0,HWB5,concrete,CY14,0.355634806235842,1351350.0,1243.6179621729377,1.0,0.9696397834193411,0.0,0.03017329148530095,0.0,0.0001861870995472066,0.0,7.37994729766343e-07,0.0,1.0809397027724887e-12,none,none
52 0264,34.265,-118.7833333,1961.0,HWB7,concrete,CY14,0.466621996998926,1351350.0,1.378334218457641,1.0,0.9999660012553868,0.0,3.3998624552489656e-05,0.0,1.200596025823538e-10,0.0,1.1363992820380048e-15,0.0,2.7045999947587784e-24,none,none
52 0271,34.18,-118.8733333,1985.0,HWB4,prestressed_concrete,CY14,0.307440707923999,4063059.0,2.3066382815475616e-12,1.0,1.0,0.0,1.892166210613713e-17,0.0,7.485709948719183e-22,0.0,7.584349586655773e-26,0.0,1.7952569850732417e-34,none,none
53 0002,34.145,-118.7566667,1949.0,HWB5,concrete,CY14,0.377023384846375,7973775.810000001,13773.70222976198,1.0,0.9433475423659684,0.0,0.05610682122968194,0.0,0.0005425799339124349,0.0,3.0564620473058458e-06,0.0,8.389873670145272e-12,none,none
53 0003,34.145,-118.7,1973.0,HWB7,concrete,CY14,0.460440011322657,0.0,0.0,1.0,0.9999743770229155,0.0,2.562289933944753e-05,0.0,7.774442248832809e-11,0.0,6.62987767527039e-16,0.0,1.3670037347978186e-24,none,none
53 0004,34.00666667,-118.0966667,1921.0,HWB5,steel,CY14,0.319340483302704,19843385.562,4720.5772863012035,1.0,0.9921055323550076,0.0,0.00787346098098959,0.0,2.0963336257266964e-05,0.0,4.3327725625096555e-08,0.0,1.9868012339231466e-14,none,none
53 0006,33.99666667,-118.0733333,1968.0,HWB5,prestressed_concrete,CY14,0.263025727179826,17692166.9925,189.91007460496502,1.0,0.9996425345786911,0.0,0.00035726244980116605,0.0,2.0284300971973646e-07,0.0,1.2849794685782462e-10,0.0,7.199078447439904e-18,none,none
53 0009,34.45,-118.6133333,1968.0,HWB5,concrete,CY14,0.813687610630803,1351350.0,147952.77196515375,0.0,0.011822931783668,0.0,0.26897464344965716,1.0,0.4697133201657149,0.0,0.24753366503777646,0.0,0.0019554395631834953,moderate,none
53 0010,34.07166667,-118.0716667,1951.0,HWB5,concrete,CY14,0.326788873479804,1351350.0,438.8526825404267,1.0,0.989232645206906,0.0,0.010733018311616965,0.0,3.425505836735731e-05,0.0,8.142306172036576e-08,0.0,4.78979711964982e-14,none,none
53 0012,34.38333333,-118.53,1923.0,HWB5,concrete,CY14,1.3458245711135,2965942.98,1516525.677365064,0.0,8.818837824442483e-07,0.0,0.0009785410076003087,0.0,0.031917184891847805,1.0,0.6111639510377556,0.0,0.3559394411790139,extensive,none
53 0015,34.415,-118.545,1916.0,HWB5,steel,CY14,1.17558968033584,3396640.7475,1153981.6110928007,0.0,2.042858872364217e-05,0.0,0.007735195825284702,0.0,0.11452836325920834,1.0,0.7298244142536585,0.0,0.1478915980731248,extensive,moderate
53 0016,34.275,-118.3716667,1925.0,HWB5,concrete,CY14,1.34498744722396,3839590.755,1959745.2520800023,1.0,8.95628891606215e-07,0.0,0.000988854054201349,0.0,0.032135956198189874,0.0,0.6120934855855991,0.0,0.3547808085331181,extensive,none
53 0017,34.27333333,-118.3366667,1921.0,HWB5,concrete,CY14,1.23470246915788,14009760.765,5535948.687170836,1.0,6.873023288833657e-06,0.0,0.003836621079364111,0.0,0.07558213732439767,0.0,0.7087821721932099,0.0,0.21179219637973945,extensive,none
53 0018,34.26833333,-118.335,1975.0,HWB5,prestressed_concrete,CY14,1.16676818048637,10876435.6701,3610737.67114657,1.0,2.4024757638851924e-05,0.0,0.008572433037268401,0.0,0.12148971263181207,0.0,0.7305495347323039,0.0,0.13936429484097673,extensive,none
53 0025,34.01166667,-118.16,1950.0,HWB5,concrete,CY14,0.299722215965761,2434159.728,231.33423356953253,1.0,0.9968406449163985,0.0,0.0031542607052093786,0.0,5.087226022417056e-06,0.0,7.152368145790025e-09,0.0,1.6518513140438122e-15,none,none
53 0027,34.03166667,-118.8416667,1927.0,HWB7,concrete,CY14,0.286867915979173,3413329.920000001,7.178288842881432e-06,1.0,0.9999999999298994,0.0,7.010054460671024e-11,0.0,9.281622043510614e-19,0.0,1.9254187706443452e-25,0.0,2.4154407968333874e-36,none,none
53 0028,34.01666667,-118.8166667,1927.0,HWB7,concrete,CY14,0.292355709466626,3441708.27,1.3422575744192222e-05,1.0,0.9999999998700009,0.0,1.2999915643846295e-10,0.0,2.142734369034252e-18,0.0,5.160650190173548e-25,0.0,7.944620130680652e-36,none,none
53 0029,34.025,-118.7633333,1926.0,HWB7,concrete,CY14,0.216623403238212,1917565.65,1.5196048218055199e-10,1.0,0.9999999999999973,0.0,2.6415520110706425e-15,0.0,1.349546221527537e-24,0.0,3.0535544726052597e-32,0.0,1.8388683889640881e-44,none,none
53 0030,34.03333333,-118.7416667,1947.0,HWB3,concrete,CY14,0.336944846100922,0.0,0.0,1.0,0.9999999999999991,0.0,8.518006402017846e-16,0.0,5.583515076437449e-20,0.0,8.554928842731355e-24,0.0,4.469531438591882e-32,none,none
53 0031,34.03333333,-118.7333333,1926.0,HWB5,concrete,CY14,0.338227619244735,2397403.008,1211.9111710106706,1.0,0.9832671845686937,0.0,0.016662997766416384,0.0,6.961387749444542e-05,0.0,2.0378722176261037e-07,0.0,1.7378956744602576e-13,none,none
53 0033,34.03833333,-118.6483333,1925.0,HWB3,concrete,CY14,0.258988401551796,1047251.205,2.7413318409379263e-16,1.0,1.0,0.0,8.725125919944941e-21,0.0,1.3396324198601325e-25,0.0,6.253677526077092e-30,0.0,3.3598765604545005e-39,none,none
53 0034,34.03666667,-118.635,1926.0,HWB3,concrete,CY14,0.262891868672763,1839772.935,9.68837781191501e-16,1.0,1.0,0.0,1.7552794580110243e-20,0.0,2.9271549591315477e-25,0.0,1.462070145981372e-29,0.0,8.940409512340337e-39,none,none
53 0035,34.03833333,-118.5833333,1933.0,HWB5,concrete,CY14,0.287631063858786,3054834.783000001,152.32255507213503,1.0,0.9983411323073762,0.0,0.0016569398687791613,0.0,1.925717116708605e-06,0.0,2.1067275836490214e-09,0.0,3.114552325333958e-16,none,none
53 0041,34.00833333,-118.1583333,1950.0,HWB5,concrete,CY14,0.293855604472684,5057589.537,354.38271020054185,1.0,0.9976697255004999,0.0,0.0023270630294710284,0.0,3.2074719298636093e-06,0.0,3.9980984246313835e-09,0.0,7.454128704900242e-16,none,none
53 0042,34.08,-118.225,1944.0,HWB5,concrete,CY14,0.398157426653778,1351350.0,3945.497279364084,1.0,0.9050390637744731,0.0,0.09358046323443577,0.0,0.0013697722232567829,0.0,1.0700715103556652e-05,0.0,5.273082403867628e-11,none,none
53 0061,34.22,-118.1933333,1930.0,HWB7,concrete,CY14,0.396456645701163,5214156.948,0.12537274045483598,1.0,0.9999991985113675,0.0,8.014881920910144e-07,0.0,4.4035733395704325e-13,0.0,1.1631109048841344e-18,0.0,4.789177282598398e-28,none,none
53 0062,33.9,-118.395,1930.0,HWB5,concrete,CY14,0.326825933836438,6529930.407000001,2123.790042037394,1.0,0.9892165167204143,0.0,0.010749064792883107,0.0,3.433681315813189e-05,0.0,8.167349634011028e-08,0.0,4.8104169572750667e-14,none,none
53 0063,34.24333333,-118.19,1931.0,HWB5,concrete,CY14,0.327287200417571,3774482.712000001,1250.7208486682182,1.0,0.9890141645409022,0.0,0.010950381476146869,0.0,3.536913186710369e-05,0.0,8.48510330990979e-08,0.0,5.0742695325549404e-14,none,none
53 0065,34.50833333,-118.63,1951.0,HWB5,concrete,CY14,0.585025818003613,1351350.0,41533.124010315325,1.0,0.26986138433821893,0.0,0.5876328226624583,0.0,0.13248854083670233,0.0,0.01001437014300608,0.0,2.8820196143885983e-06,slight,none
53 0069,34.03,-118.205,1965.0,HWB1,steel,CY14,0.329821932799327,1726725.0,0.10869162288147426,1.0,0.9999979107584854,0.0,2.0838528589975824e-06,0.0,5.388587714045483e-09,0.0,6.78951658109915e-14,0.0,2.4227268096830897e-18,none,none
53 0070,34.03,-118.2033333,1965.0,HWB5,concrete,CY14,0.328271324247644,1351350.0,465.8544092990708,1.0,0.9885723634182015,0.0,0.011389879242239028,0.0,3.76653210926517e-05,0.0,9.201840997912162e-08,0.0,5.6842333735879735e-14,none,none
53 0073,34.07833333,-118.2816667,1949.0,HWB5,concrete,CY14,0.430234922145154,8019586.575,44715.48236410164,1.0,0.8220981753380505,0.0,0.17331818223927725,0.0,0.0045274856850939914,0.0,5.615610392513828e-05,0.0,6.336531077790465e-10,none,none
53 0074,34.16,-118.635,1957.0,HWB7,concrete,CY14,0.590266586937021,0.0,0.0,1.0,0.9975068085734136,0.0,0.002493066579314837,0.0,1.2483988942327305e-07,0.0,7.382128250510322e-12,0.0,2.1927579933679603e-19,none,none
53 0075,34.03,-118.2,1965.0,HWB3,concrete,CY14,0.326510421922832,1351350.0,9.568650780233769e-12,1.0,0.9999999999999998,0.0,2.3599225230836967e-16,0.0,1.3008207429039359e-20,0.0,1.7293449110815167e-24,0.0,6.885226063771791e-33,none,none
53 0081,34.03166667,-118.1983333,1965.0,HWB5,concrete,CY14,0.319407054507778,11376441.32625,2714.131644849633,1.0,0.9920829242561374,0.0,0.007895974356755913,0.0,2.1057809023078383e-05,0.0,4.3578063526750776e-08,0.0,2.0027872724603728e-14,none,none
53 0086,34.25666667,-118.1966667,1931.0,HWB7,concrete,CY14,0.350791774209843,4793319.531,0.004536037680582181,1.0,0.9999999684558434,0.0,3.154415237555549e-08,0.0,4.25190548020567e-15,0.0,4.29596909077951e-21,0.0,4.728224564837817e-31,none,none
53 0088,34.25,-118.1933333,1931.0,HWB3,concrete,CY14,0.341898707087515,889638.75,4.090661533389584e-11,1.0,0.9999999999999984,0.0,1.5324146662058862e-15,0.0,1.0885497378938505e-19,0.0,1.7813605941684969e-23,0.0,1.0557010142993988e-31,none,none
53 0089,33.97666667,-118.4316667,1933.0,HWB5,steel,CY14,0.4034019161565,4142482.344,13598.39020945437,1.0,0.8935040867165258,0.0,0.10478874672103707,0.0,0.001692865140621661,0.0,1.4301340738204949e-05,0.0,8.107725658778113e-11,none,none
53 0090,34.05833333,-118.2416667,1950.0,HWB3,concrete,CY14,0.436591133926994,1477187.712,5.834562251777611e-07,1.0,0.9999999999868401,0.0,1.3156360399198356e-11,0.0,3.5807627969812444e-15,0.0,1.76276363222057e-18,0.0,8.610100305592294e-26,none,none
53 0091,34.41166667,-118.6666667,1925.0,HWB5,concrete,CY14,0.748746829739394,635359.7249999999,51476.80646134904,0.0,0.032376689837284145,1.0,0.40225439140003194,0.0,0.42794717568443463,0.0,0.13694027920630986,0.0,0.0004814638719394131,moderate,none
53 0093,34.42833333,-118.6266667,1989.0,HWB6,prestressed_concrete,CY14,0.803625826003819,11767345.59,408353.89977977803,0.0,0.09869670675875197,1.0,0.7983881820722752,0.0,0.08816447046753009,0.0,0.01473753153654871,0.0,1.3109164893976987e-05,slight,none
53 0098,34.13833333,-118.36,1948.0,HWB3,concrete,CY14,0.58431144382461,5318055.49275,0.015209543520343498,1.0,0.9999999048804921,0.0,9.499235657169739e-08,0.0,1.2692026413019816e-10,0.0,2.311295336907509e-13,0.0,1.3850690171844233e-19,none,none
53 0101,34.03166667,-118.1916667,1965.0,HWB5,concrete,CY14,0.32886321194595,8159154.003,2880.0056741955095,1.0,0.9882999426665171,0.0,0.011660850815971903,0.0,3.9109921370192647e-05,0.0,9.659607991604756e-08,0.0,6.084212759917233e-14,none,none
53 0102,34.06166667,-118.2466667,1949.0,HWB5,concrete,CY14,0.427343586940213,1351350.0,7153.51957330688,1.0,0.8307430998128027,0.0,0.16510507598758162,0.0,0.004102934921690586,0.0,4.888876457456456e-05,0.0,5.133505333397763e-10,none,none
53 0103,34.06166667,-118.2466667,1949.0,HWB5,concrete,CY14,0.430246350349064,1351350.0,7536.365329673887,1.0,0.8220635796012445,0.0,0.17335100049724092,0.0,0.004529232617966954,0.0,5.6186649370175023e-05,0.0,6.341774693883238e-10,none,none
53 0109,34.065,-118.005,1933.0,HWB3,concrete,CY14,0.279783816966051,1351350.0,1.2307893697223117e-14,1.0,1.0,0.0,3.0357597098121666e-19,0.0,7.139952734778945e-24,0.0,4.725610731380576e-28,0.0,4.9517284679910975e-37,none,none
53 0118,33.90833333,-118.4316667,1937.0,HWB10,steel,CY14,0.322015888832525,12340903.575,2.7484040745490696e-06,1.0,0.9999999999925765,0.0,7.423560267961815e-12,0.0,8.415449505847532e-19,0.0,6.856062131868993e-23,0.0,4.6157284454879055e-30,none,none
53 0119,34.03,-118.1883333,1965.0,HWB5,concrete,CY14,0.323690613000425,5171075.91,1478.7946410003563,1.0,0.9905146651156372,0.0,0.009457264134305454,0.0,2.800791145974279e-05,0.0,6.283856418298968e-08,0.0,3.3350980894350735e-14,none,none
53 0121,34.11333333,-118.1766667,1912.0,HWB7,concrete,CY14,0.367959054757844,16130794.68,0.056362102708451406,1.0,0.9999998835310929,0.0,1.1646887983962545e-07,0.0,2.719116847222864e-14,0.0,3.9989164869772594e-20,0.0,7.368384458364654e-30,none,none
53 0123,34.06166667,-118.17,1972.0,HWB5,concrete,CY14,0.310453295769657,18448810.38,2950.0671840195046,1.0,0.9946887833213744,0.0,0.005299902540186965,0.0,1.129447115349199e-05,0.0,1.9667278501443488e-08,0.0,6.646596898954266e-15,none,none
53 0130,34.05666667,-118.2116667,1934.0,HWB1,concrete,CY14,0.339700053793896,2110538.43,0.2672391822783662,1.0,0.999995800461456,0.0,4.186835771487249e-06,0.0,1.2702568461791887e-08,0.0,2.040680681893303e-13,0.0,8.741658230216101e-18,none,none
53 0133,34.055,-118.2033333,1972.0,HWB1,prestressed_concrete,CY14,0.32820788727597,44599306.75200001,2.494394528455526,1.0,0.9999981434722869,0.0,1.8518645771909123e-06,0.0,4.663079482213425e-09,0.0,5.6426931611708314e-14,0.0,1.9532450338833294e-18,none,none
53 0137,33.92666667,-118.1083333,1934.0,HWB5,concrete,CY14,0.283543089340524,11051250.21,436.35683243792323,1.0,0.9986861166108564,0.0,0.001312521285972266,0.0,1.3607390014861847e-06,0.0,1.3641696476516642e-09,0.0,1.7268730463868075e-16,none,none
53 0138,34.03,-118.52,1940.0,HWB3,concrete,CY14,0.435223019123396,2354457.105,8.355979556175441e-07,1.0,0.9999999999881752,0.0,1.182156960596509e-11,0.0,3.162594873721701e-15,0.0,1.535078672770546e-18,0.0,7.297907925812552e-26,none,none
53 0143,34.06333333,-118.585,1941.0,HWB7,concrete,CY14,0.323548838935962,3012986.1762,0.0002756219320636936,1.0,0.9999999969507338,0.0,3.0492660426168697e-09,0.0,1.6198550544590904e-16,0.0,8.666547791409006e-23,0.0,3.986810283518262e-33,none,none
53 0144,34.08833333,-118.6016667,1934.0,HWB7,concrete,CY14,0.435461484794642,2294637.345,0.516146236227377,1.0,0.9999925021579109,0.0,7.497830041255129e-06,0.0,1.2047739724212696e-11,0.0,6.639854201521207e-17,0.0,7.511711002419939e-26,none,none
53 0146,34.235,-118.6033333,1964.0,HWB3,concrete,CY14,0.774184570703295,3032915.885999999,6.604342024672429,1.0,0.9999281612061267,0.0,7.14004397107079e-05,0.0,4.3556740122604776e-07,0.0,2.7867427793414747e-09,0.0,1.857390871602989e-14,none,none
53 0147,34.49666667,-118.2166667,1965.0,HWB3,concrete,CY14,0.331846531370943,1351350.0,1.859694699434243e-11,1.0,0.9999999999999996,0.0,4.586514037171331e-16,0.0,2.764296995342281e-20,0.0,3.9538306032898684e-24,0.0,1.8108011946253897e-32,none,none
53 0162,34.1,-118.2466667,1961.0,HWB3,concrete,CY14,0.460766444491012,4114860.75,9.828582146668334e-06,1.0,0.99999999992043,0.0,7.95408814568877e-11,0.0,2.908313953884745e-14,0.0,1.8243428516760594e-17,0.0,1.4176356807857627e-24,none,none
53 0163,34.09666667,-118.2433333,1961.0,HWB1,concrete,CY14,0.448821706640559,14199715.53,478.8592664709558,1.0,0.9989004519920701,0.0,0.0010848215062901896,0.0,1.4724187528483077e-05,0.0,2.3135580933909864e-09,0.0,5.53156722655623e-13,none,none
53 0164,34.105,-118.2516667,1961.0,HWB3,concrete,CY14,0.481768357190606,3829005.18,3.8397161003998896e-05,1.0,0.9999999996659947,0.0,3.338493667799529e-10,0.0,1.5577831884839893e-13,0.0,1.1938616159351326e-16,0.0,1.3617151432119073e-23,none,none
53 0166,34.14333333,-118.165,1953.0,HWB10,concrete,CY14,0.383968526592753,138337496.7975,0.009065510123637738,1.0,0.9999999978156079,0.0,2.1843907128160804e-09,0.0,1.429189818426763e-15,0.0,2.7856145308126514e-19,0.0,7.246202725182573e-26,none,none
53 0171,33.935,-118.0916667,1953.0,HWB5,concrete,CY14,0.273280479797341,4727022.300000001,100.11999782243285,1.0,0.9992948978475793,0.0,0.0007045578771575043,0.0,5.438399576765317e-07,0.0,4.353055218508905e-10,0.0,3.6941206845363655e-17,none,none
53 0213,33.94333333,-118.0983333,1953.0,HWB1,concrete,CY14,0.277202502337443,42385254.91199999,0.02844683314531661,1.0,0.9999999776657474,0.0,2.231181878703545e-08,0.0,2.2433693918426033e-11,0.0,6.73147773050276e-17,0.0,8.174961514941782e-22,none,none
53 0214,33.89333333,-118.0416667,1955.0,HWB5,steel,CY14,0.220404091950862,7410182.779999998,2.1954103034000214,1.0,0.9999901265886361,0.0,9.872071434346e-06,0.0,1.3396429423144762e-09,0.0,2.8668841362071306e-13,0.0,2.34676294228906e-21,none,none
53 0235,34.065,-118.0666667,1937.0,HWB5,concrete,CY14,0.323822830544643,15746560.83,4527.913545921867,1.0,0.9904625738195114,0.0,0.009509110664094787,0.0,2.8251973078916365e-05,0.0,6.354328102127161e-08,0.0,3.387411943792008e-14,none,none
53 0240,34.06166667,-118.2483333,1948.0,HWB3,concrete,CY14,0.424908427693615,3438825.390000001,5.345169614953576e-07,1.0,0.9999999999948208,0.0,5.177953882035527e-12,0.0,1.2145433075773942e-15,0.0,5.292184187753615e-19,0.0,2.046086363366366e-26,none,none
53 0242,34.01833333,-118.4216667,1959.0,HWB5,concrete,CY14,0.47817264176241,8091235.152000002,92297.31947341532,1.0,0.6536480783904349,0.0,0.3274764902585475,0.0,0.018447585360705628,0.0,0.00042783114789888904,0.0,1.4842413021152127e-08,none,none
