structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 2041,34.15,-118.1083333,1976,HWB4,other,seismic,BSSA14,0.180669786031127,none,1486485.0,385.7352089626448,C,1.0,8.070477501757489e-29,1.690158980081728e-34,1.5459433668383837e-39,3.675468415494494e-50,none,3.599013224502272e-24
53 2045,34.14833333,-118.0866667,1976,HWB28,other,seismic,BSSA14,0.1700920586619,none,1569067.5,373.6531656710731,C,1.0,2.6571836677275502e-30,3.983774653370601e-36,2.7722785181408944e-41,3.90765736032561e-52,none,1.2507951611264452e-25
53 2054,34.06166667,-118.1666667,1972,HWB2,other,conventional,BSSA14,0.170249212290915,slight,17217460.26,423.9765708409986,C,1.0,1.4501566271219105e-23,2.762599904898037e-33,9.44304557670553e-39,4.191991209065989e-52,none,7.490404233279376e-18
53 2055,34.06166667,-118.17,1972,HWB2,other,conventional,BSSA14,0.172886059887216,slight,1726725.0,421.7589343261719,C,1.0,3.1264303165306517e-23,6.9513092277754e-33,2.5652984751483885e-38,1.345016084284795e-51,none,1.6195456174536678e-18
53 2056,34.06166667,-118.1716667,1972,HWB2,other,conventional,BSSA14,0.172175343290566,none,1726725.0,420.6500828038801,C,1.0,2.5461048428960254e-23,5.4313344234323664e-33,1.9636271109912113e-38,9.84636442706485e-52,none,1.318926866205174e-18
53 2057,34.395,-118.57,1968,HWB28,other,conventional,BSSA14,0.587650964197994,moderate,6775277.509,339.4481347656115,CD,0.9999998891377921,1.1070935140728023e-07,1.5257141476394987e-10,2.850228852337305e-13,1.7936699674986501e-19,none,0.022585777231270244
53 2058,34.27833333,-118.6083333,1968,HWB6,other,conventional,BSSA14,0.566516603212496,none,2516965.9515,394.7205450696621,C,0.6769272473359906,0.3217804299236327,0.001248932530719764,4.338888672587862e-05,1.3229309468107712e-09,none,24576.098649160627
53 2062,34.05666667,-118.2,1972,HWB6,other,conventional,BSSA14,0.183364118441383,none,1351350.0,421.3803100585892,C,0.9999999994672834,5.327166642755373e-10,2.4985033254553366e-18,5.608889380812357e-22,2.253055808248806e-31,none,2.1596600198360106e-05
53 2063,34.05666667,-118.2,1972,HWB2,other,conventional,BSSA14,0.183923283485076,none,1726725.0,421.3803100585892,C,1.0,6.497492956307713e-22,2.6910889780728533e-31,1.3519669894883901e-36,1.3853530010949498e-49,none,3.3658150612116054e-17
53 2066,34.4,-118.4733333,1972,HWB6,other,conventional,BSSA14,0.52778192232243,none,7270365.102000002,451.7217224392141,C,0.7919596352759983,0.20766091753117774,0.0003700594144101244,9.387635522304009e-06,1.4289151189317831e-10,none,45525.42192351114
53 2070,34.365,-118.5033333,1971,HWB3,other,conventional,BSSA14,0.717779385371653,none,11649142.505,345.6395873179758,CD,0.9999854239285434,1.4516793421975125e-05,5.900854872233609e-08,2.6948497241248575e-10,9.4125873549065e-16,none,5.129022606269928
53 2073,34.14833333,-118.0516667,1971,HWB7,other,conventional,BSSA14,0.158483460112332,none,1351350.0,364.1695097320417,C,1.0,3.2203446355856998e-21,4.3401527878232366e-32,8.301731708406643e-41,1.6968235265500522e-54,none,1.305543817036541e-16
53 2076,34.37666667,-118.495,1972,HWB3,other,conventional,BSSA14,0.678530556462042,slight,14136252.13,372.4883850097691,C,0.9999959240279939,4.063727900629391e-06,1.2200752074547282e-08,4.3353339795567016e-11,9.359647055623014e-17,none,1.7373275130891035
53 2084,34.15,-118.12,1976,HWB6,other,seismic,BSSA14,0.185926945577045,none,1486485.0,391.6619262695312,C,0.9999999991796245,8.203755833747147e-10,4.579831353414852e-18,1.0945012763819012e-21,5.054618937566154e-31,none,3.658428051661767e-05
53 2087,33.81833333,-118.1366667,1966,HWB5,other,conventional,BSSA14,0.117297656077058,none,0.0,238.6713180329619,D,0.999999999999942,5.791205801374462e-14,4.359843877821021e-20,1.876805349432677e-25,1.5520212580028094e-36,none,0.0
53 2093,34.15,-118.1166667,1976,HWB4,other,seismic,BSSA14,0.182462162813349,none,1486485.0,390.6809180133023,C,1.0,1.3987500497818383e-28,3.0939621538414843e-34,2.959405383163775e-39,7.664238877493715e-50,none,6.237699697376303e-24
53 2094,34.37666667,-118.4916667,1969,HWB15,other,conventional,BSSA14,0.669841179990144,none,0.0,359.7053829582085,CD,0.9999868244907558,0.0,0.0,1.3175035063708659e-05,4.741804282253565e-10,none,0.0
53 2095,34.27333333,-118.4283333,1976,HWB6,other,seismic,BSSA14,0.705843682197554,moderate,26239968.35460001,346.5804239118651,CD,0.2609843740923887,0.7111936967857334,0.02546101230122833,0.0023603080083400884,6.088123094041762e-07,slight,628798.272571505
53 2096,34.35,-118.5033333,1971,HWB8,other,conventional,BSSA14,0.739155549393695,none,12898643.2575,343.7600953275224,CD,0.4601193220166422,0.41612986448764083,0.10835644531268147,0.015366863974282918,2.7504208752591794e-05,none,322745.1018181443
53 2097,34.145,-118.1716667,1971,HWB8,other,conventional,BSSA14,0.199554582807557,none,6483885.408000001,476.985726098493,C,0.9999999999429457,5.704763053616584e-11,6.615719231095143e-15,1.561554690994569e-18,1.837663716438366e-26,none,1.110014315229904e-05
53 2099,34.14833333,-118.0883333,1976,HWB4,other,seismic,BSSA14,0.172544029865237,none,1486485.0,371.4753804715048,C,1.0,6.0209513438765175e-30,9.771890990929787e-36,7.255861618810561e-41,1.1578022710451977e-51,none,2.6850277784058326e-25
53 2101,33.875,-118.1633333,1970,HWB5,other,conventional,BSSA14,0.133927187461745,none,9640350.719999999,243.6670344351199,D,0.9999999999930318,6.968180398756729e-12,1.5741323866795852e-17,1.5448884641947225e-22,5.463130449470951e-33,none,2.0152832282502908e-06
53 2102,34.28833333,-118.405,1975,HWB2,other,seismic,BSSA14,0.767149382067875,moderate,1899397.5,409.9802551269568,C,0.992001491441803,0.007993932838074216,4.549029339437424e-06,2.6690770210408103e-08,1.3057282844114905e-14,none,456.2135887509161
53 2103,34.285,-118.4066667,1975,HWB2,other,seismic,BSSA14,0.763241358689564,moderate,1899397.5,408.1309394851094,C,0.9925442172408766,0.007451719915181909,4.039724524037965e-06,2.3119406720361956e-08,1.0711190644884868e-14,none,425.2381669970099
53 2104,34.28666667,-118.4033333,1975,HWB5,other,seismic,BSSA14,0.763310060616189,moderate,1486485.0,405.0535275201338,C,0.025991532412925622,0.37108834948068325,0.44321227553817427,0.15903211503915338,0.0006757275290634646,moderate,129358.96212463672
53 2105,34.28666667,-118.4083333,1975,HWB6,other,seismic,BSSA14,0.767556520749995,none,1486485.0,413.340057061148,C,0.14470764411397297,0.7877989723671773,0.05943654845659235,0.008052202647097014,4.6324151603186435e-06,slight,45198.919310393605
53 2109,34.55833333,-118.13,1966,HWB4,other,conventional,BSSA14,0.131049551934797,none,0.0,442.1716918946049,C,1.0,3.6768189184804275e-37,1.298493220165301e-43,2.770131852902306e-49,4.071750508038704e-61,none,0.0
53 2110,34.59166667,-118.1316667,1966,HWB5,other,conventional,BSSA14,0.122775497790824,none,0.0,434.3195440008481,C,0.9999999999996837,3.1631051120336176e-13,3.477179307622862e-19,1.9881367076089407e-24,2.711688658434908e-35,none,0.0
53 2113,34.29666667,-118.415,1975,HWB6,other,seismic,BSSA14,0.766712361010159,none,12525667.6545,447.2489306640722,C,0.14596362931221218,0.787258301370032,0.0588417888958505,0.007931764852944096,4.51556896116594e-06,slight,379684.91372015444
53 2114,34.295,-118.4116667,1975,HWB16,other,seismic,BSSA14,0.779469209096823,none,10357541.194,442.2208954467386,C,0.9999933966178677,0.0,6.561772168848658e-06,4.16075534383785e-08,2.4099966621352167e-12,none,5.544868992379012
53 2115,34.28833333,-118.405,1975,HWB4,other,seismic,BSSA14,0.769840092994355,none,11718787.08,409.9802551269568,C,0.9999358990890997,6.372137282249741e-05,3.7718458287351495e-07,2.353479907203392e-09,1.495063385689346e-14,none,22.762622839574327
53 2116,34.28,-118.3966667,1975,HWB4,other,seismic,BSSA14,0.758516992914373,none,15313570.272,393.8553405340263,C,0.9999526873502788,4.705387966785095e-05,2.572673369434495e-07,1.5027080370286728e-09,8.411813468092745e-15,none,21.937814386449663
53 2117,34.27666667,-118.3916667,1980,HWB4,other,seismic,BSSA14,0.756227948144212,moderate,16193750.52295,391.1259599044953,C,0.9999555575645159,4.4203267959604995e-05,2.3779711371479917e-07,1.370403293422709e-09,7.47576862256517e-15,none,21.788115093197682
53 2118,34.275,-118.3866667,1980,HWB4,other,seismic,BSSA14,0.762545136746589,none,19318333.18415,390.4097539564219,C,0.9999472308536447,5.2472228135437186e-05,2.9515304601633167e-07,1.7651634986091583e-09,1.0338045319942511e-14,none,30.874953975575444
53 2119,34.28166667,-118.415,1975,HWB4,other,seismic,BSSA14,0.761052884762128,none,8748085.346,417.2137866210917,C,0.9999493146531748,5.0403129714676695e-05,2.8055382620298257e-07,1.6632747053856065e-09,9.579762071410369e-15,none,13.42790881982037
53 2120,34.285,-118.4116667,1975,HWB4,other,seismic,BSSA14,0.766478331935192,none,9139306.176,412.412978229513,C,0.9999413663177963,5.829455218533092e-05,3.370674412832808e-07,2.0625644251873938e-09,1.2622171768921048e-14,none,16.234310545569652
53 2121,33.875,-118.18,1970,HWB4,other,conventional,BSSA14,0.13523815297734,none,10314003.7,243.2103271484364,D,1.0,2.7035259340319382e-36,1.136830764414461e-42,2.797274034426909e-48,5.401445720907655e-60,none,8.365262326288907e-31
53 2122,33.87666667,-118.1766667,1970,HWB4,other,conventional,BSSA14,0.138079433376214,none,10558668.12,245.2141273208607,D,1.0,9.969537189731266e-36,4.704640221188953e-42,1.2720992274255243e-47,2.9417014709909213e-59,none,3.1579550089034535e-30
53 2123,33.875,-118.1683333,1970,HWB4,other,conventional,BSSA14,0.135679040066342,none,12392329.95,244.0405147246704,D,1.0,3.318619215052328e-36,1.420900101523253e-42,3.5482494343006416e-48,7.047693731070587e-60,none,1.233764137412177e-30
53 2124,33.87166667,-118.1816667,1970,HWB4,other,conventional,BSSA14,0.137227925766043,none,12180258.09,242.1503446334243,D,1.0,6.769351261203245e-36,3.08672201604159e-42,8.115355085984649e-48,1.7786452198314796e-59,none,2.4735763716900523e-30
53 2127,33.87666667,-118.1716667,1970,HWB4,other,conventional,BSSA14,0.136253760836663,none,10010540.54,245.3709715753896,D,1.0,4.3291728254772474e-36,1.8975520277699595e-42,4.830260922001619e-48,9.952277383399936e-60,none,1.300122321876998e-30
53 2128,33.87666667,-118.155,1970,HWB4,other,conventional,BSSA14,0.132523379805967,none,9894044.160000002,244.2487103271477,D,1.0,7.493616541610698e-37,2.815811082237832e-43,6.3196957962182025e-49,1.0235252416045368e-60,none,2.224267418220449e-31
53 2129,33.87666667,-118.16,1970,HWB4,other,conventional,BSSA14,0.133980564513474,none,11640664.035,244.3103625488269,D,1.0,1.4988256390370653e-36,5.98424394703038e-43,1.4113823761252953e-48,2.513239452706213e-60,none,5.234203286209334e-31
53 2130,34.28,-118.4166667,1975,HWB4,other,seismic,BSSA14,0.751158458660062,none,13935637.2155,423.9932489685373,C,0.9999613658479747,3.8433603440624776e-05,1.9943319847731335e-07,1.1153804622564762e-09,5.744932869404784e-15,none,16.29412689363383
53 2132,34.17333333,-118.53,1959,HWB4,other,conventional,BSSA14,0.437384245601716,none,0.0,277.5962463378878,CD,0.9999999999860018,1.3994424436991166e-11,3.8469373890486746e-15,1.9093221568542223e-18,9.472962941990936e-26,none,0.0
53 2137,34.14333333,-118.18,1971,HWB4,other,conventional,BSSA14,0.205388288974025,none,1351350.0,467.2867675780988,C,1.0,8.464860243704755e-26,3.605717939326169e-31,5.8950593252208875e-36,4.256053462365804e-46,none,3.431735649786196e-21
53 2138,34.21,-118.2116667,1970,HWB4,other,conventional,BSSA14,0.268558951074086,none,75128438.385,466.1407075906455,C,1.0,4.709714854450208e-20,8.835813413285812e-25,4.860041010561266e-29,3.5739390585220634e-38,none,1.0615536815577155e-13
53 2140,34.14333333,-118.18,1971,HWB4,other,conventional,BSSA14,0.204982006591764,none,14324958.648,467.2867675780988,C,1.0,7.626428634414621e-26,3.2131712869284416e-31,5.2063905842387945e-36,3.694949311154926e-46,none,3.2774850692985613e-20
53 2142,33.87166667,-118.1833333,1971,HWB4,other,conventional,BSSA14,0.13682922428745,none,78550822.35000001,241.9870027786873,D,1.0,5.64056734062139e-36,2.5308373607504693e-42,6.56663630642199e-48,1.403353569068071e-59,none,1.329215199786831e-29
53 2143,33.87166667,-118.185,1971,HWB4,other,conventional,BSSA14,0.137151310473965,none,1351350.0,241.98898803711,D,1.0,6.53654294737498e-36,2.9713465671420094e-42,7.792257221654828e-48,1.699581188303324e-59,none,2.6499504058702255e-31
53 2144,33.87166667,-118.1833333,1971,HWB4,other,conventional,BSSA14,0.135622888231032,none,1351350.0,241.9870027786873,D,1.0,3.233265001402931e-36,1.3811798317699696e-42,3.442590967861036e-48,6.813328844939237e-60,none,1.310783291071278e-31
53 2145,33.87166667,-118.1833333,1971,HWB4,other,conventional,BSSA14,0.137473479130404,none,1351350.0,241.9870027786873,D,1.0,7.571468939191965e-36,3.486881435089376e-42,9.242057720620305e-48,2.057231861482835e-59,none,3.0695151349221234e-31
53 2146,34.37166667,-118.4983333,1972,HWB4,other,conventional,BSSA14,0.71283528009311,none,27024729.73200001,375.9586855018142,C,0.9999874861550963,1.2464810821027381e-05,4.881790504249578e-08,2.161769930946851e-10,7.11732259395657e-16,none,10.21274811358923
53 2148,34.14333333,-118.1816667,1971,HWB5,other,conventional,BSSA14,0.206403909761058,none,1351350.0,468.9851413886342,C,0.9999978452917072,2.1545370725918635e-06,1.7119576104095443e-10,2.4453054985492458e-14,9.787709306576042e-23,none,0.08736452608390416
53 2151,34.14333333,-118.1833333,1971,HWB5,other,conventional,BSSA14,0.208881164828088,none,1351350.0,470.6834132987996,C,0.9999971364297358,2.863319429233266e-06,2.507964343303152e-10,3.855690977748702e-14,1.7577482356173772e-22,none,0.11610752744772404
53 2153,34.18333333,-118.1683333,1973,HWB5,other,conventional,BSSA14,0.221285711519474,none,14624435.826,436.2814339206582,C,0.9999892047597319,1.0793726843431915e-05,1.5130928925853872e-09,3.3186180713036725e-13,2.837308857732651e-21,none,4.737336430069786
53 2154,34.17666667,-118.1633333,1973,HWB3,other,conventional,BSSA14,0.214257227430002,none,12904539.648,441.5849871505142,C,1.0,7.668063085113097e-25,4.127180004379316e-30,8.170867075045056e-35,8.506890564814196e-45,none,2.9686273332786477e-19
53 2155,34.17166667,-118.16,1973,HWB4,other,conventional,BSSA14,0.210882152415797,none,54575008.488,439.5881018066394,C,1.0,3.3688509849912133e-25,1.6607159965973787e-30,3.0598096814574335e-35,2.7764414593669805e-45,none,5.515724644067495e-19
53 2156,34.17166667,-118.1583333,1973,HWB4,other,conventional,BSSA14,0.207043357050876,none,1351350.0,438.6721400226548,C,1.0,1.290620588047806e-25,5.7472612938380655e-31,9.744036744677704e-36,7.541246247828938e-46,none,5.232302530759504e-21
53 2157,34.16666667,-118.1566667,1973,HWB3,other,conventional,BSSA14,0.204327365788799,none,12318446.14,436.8207317834491,C,1.0,6.442485558572728e-26,2.6667203683351366e-31,4.2588301508074977e-36,2.9398912154095574e-46,none,2.380868622022715e-20
53 2158,34.16333333,-118.1566667,1973,HWB4,other,conventional,BSSA14,0.206350173113509,none,12239056.83,434.7896992434117,C,1.0,1.0822856357260314e-25,4.730901592108532e-31,7.900010551484469e-36,5.9390790520234114e-46,none,3.9738929444190446e-20
53 2159,34.16,-118.1566667,1973,HWB3,other,conventional,BSSA14,0.20401861572415,none,13443550.12,432.7586667033698,C,1.0,5.94809830086438e-26,2.44155961987511e-31,3.8726349362826816e-36,2.6385172888175817e-46,none,2.3989329886755596e-20
53 2160,34.15833333,-118.1566667,1973,HWB5,other,conventional,BSSA14,0.204710803794087,none,29785591.836,431.743150433351,C,0.9999982329689198,1.7668998047074918e-06,1.312577486039934e-10,1.782001791784506e-14,6.519872527389418e-23,none,1.5791575918167293
53 2166,34.40333333,-118.455,1972,HWB4,other,conventional,BSSA14,0.478564883457144,slight,14613006.408,475.4125964355489,C,0.9999999997297017,2.7017669128000454e-10,1.2155144078722633e-13,9.040472793311374e-17,9.736008895248146e-24,none,0.00011858524045901777
53 2167,34.40666667,-118.45,1972,HWB2,other,conventional,BSSA14,0.457348534959973,none,15584771.202,473.9446655273425,C,0.9999997060687955,2.9393011472378005e-07,1.0892540219425102e-12,5.041615553229948e-16,9.66844805949671e-25,none,0.13742636764671937
53 2168,34.20166667,-118.1916667,1972,HWB5,other,conventional,BSSA14,0.237698271207567,none,8402356.462500002,535.2903065054144,C,0.9999498855552239,5.010188196773282e-05,1.2558532006673873e-08,4.276309484831536e-12,7.968431729219581e-20,none,12.637666835824858
53 2169,33.87333333,-118.1933333,1974,HWB4,other,conventional,BSSA14,0.139467268887326,none,69662104.51200001,242.310126811156,D,1.0,1.8604442151580875e-35,9.28021028425418e-42,2.625734465305747e-47,6.6220167561019885e-59,none,3.8880789525302137e-29
53 2171,34.40333333,-118.46,1972,HWB8,other,conventional,BSSA14,0.487622441123715,slight,9281502.230000002,471.7728601074286,C,0.9761314717210562,0.02326302256317522,0.0005943111571435411,1.119407003793132e-05,4.885871006097778e-10,none,6944.74088165409
53 2173,34.18333333,-118.1733333,1974,HWB28,other,conventional,BSSA14,0.230483876912,none,60555870.375,415.1020271823539,C,1.0,3.105625138454845e-23,2.5031351439703566e-28,6.895840435880083e-33,1.3507276060784906e-42,none,5.642036273589827e-17
53 2177,34.2,-118.1866667,1972,HWB8,other,conventional,BSSA14,0.243616609400342,none,13505960.468,462.7486637948514,C,0.9999999747342788,2.5255719795887468e-08,9.995101201216176e-12,6.322717954799921e-15,4.721394066477303e-22,none,0.01024390341856108
53 2178,34.595,-118.1333333,1972,HWB3,other,conventional,BSSA14,0.121834909142414,none,1351350.0,431.5067354110125,C,1.0,3.2847721359372344e-39,7.740774744141349e-46,1.186298923449029e-51,9.264969759437474e-64,none,1.3316638846133183e-34
53 2180,34.405,-118.465,1972,HWB5,other,conventional,BSSA14,0.490177519865064,none,1351350.0,462.0943994140553,C,0.6068850739272698,0.36773892500753586,0.02471265605812748,0.0006633150917594319,2.991530750324197e-08,none,17804.088848763124
53 2181,34.275,-118.5933333,1971,HWB3,other,conventional,BSSA14,0.5723312760801,none,11719667.96,449.1335710745886,C,0.9999999458486843,5.408663883520383e-08,6.456966715005595e-11,1.0716668829268993e-13,5.37559304552799e-20,none,0.019077176241504606
53 2182,34.25666667,-118.5733333,1971,HWB6,other,conventional,BSSA14,0.527807483139389,moderate,72023019.81875001,291.333773115406,CD,0.7918902255476631,0.20772999391105623,0.00037038254573611276,9.397852429435983e-06,1.4311512586422948e-10,none,451143.55534223863
53 2186,34.26666667,-118.4383333,1969,HWB7,other,conventional,BSSA14,0.681410658356694,none,0.0,337.5946179879166,CD,0.9816892043794476,0.018306297173770487,4.497638293009737e-06,8.084887962904544e-10,1.1167249487037262e-16,none,0.0
53 2187,34.23333333,-118.2833333,1975,HWB6,other,seismic,BSSA14,0.344900837679463,none,28812457.2736,788.9341655278289,B,0.998360900871968,0.0016390795369506962,1.951643988311562e-08,7.464130259284716e-11,1.678362245318486e-17,none,1416.8227967702605
53 2189,34.21,-118.215,1972,HWB3,other,conventional,BSSA14,0.266989638276743,none,13490842.365,520.4197399903125,C,1.0,3.5949550171416204e-20,6.529656582535434e-25,3.497669153024511e-29,2.4449575525467373e-38,none,1.4550396276164523e-14
53 2191,34.21,-118.2216667,1972,HWB2,other,conventional,BSSA14,0.253315074414194,none,1726725.0,658.0235562462589,BC,0.9999999999999991,9.384400144159632e-16,9.65325713086133e-24,2.3872603600874587e-28,7.808670712106682e-40,none,4.8612836350356804e-11
53 2195,34.155,-118.1566667,1973,HWB5,other,conventional,BSSA14,0.200323906576162,none,19784702.4375,428.1918870482467,C,0.9999989593706183,1.0405646202557021e-06,6.475370781549076e-11,7.69160929560967e-15,2.2218358837627462e-23,none,0.6177203700337967
53 2196,34.265,-118.445,1969,HWB6,other,conventional,BSSA14,0.680549386056563,none,0.0,345.4085717773287,CD,0.32353134357909186,0.6584400458821311,0.016713266026241333,0.0013151058560003017,2.3865653542292675e-07,slight,0.0
53 2197,34.14833333,-118.16,1971,HWB4,other,conventional,BSSA14,0.203269962519514,none,1351350.0,423.9200830078113,C,1.0,4.897527153542557e-26,1.9698325799900615e-31,3.072835623205167e-36,2.027989223277966e-46,none,1.9855032921860948e-21
53 2198,34.18666667,-118.175,1974,HWB5,other,conventional,BSSA14,0.230164914646153,none,6469182.720000001,415.5279846191247,C,0.9999745077265463,2.548735242386589e-05,4.919655405513995e-09,1.374425428835709e-12,1.8037209255113942e-20,none,4.949018511202142
53 2199,34.21,-118.2183333,1972,HWB8,other,conventional,BSSA14,0.263015216701568,none,16059917.874,584.3798885780263,BC,0.999999797241316,2.0263035209583136e-07,1.2821352927454458e-10,1.1831897765790542e-13,1.7940472713840056e-20,none,0.0977920073517556
53 2200,34.40166667,-118.4566667,1972,HWB1,other,conventional,BSSA14,0.492162984093873,extensive,1726725.0,476.1660555983645,C,0.9953525957029847,0.004546496886162557,0.00010087392191294638,3.347483883577444e-08,1.4100886975986226e-11,none,249.46549170660808
53 2201,34.40333333,-118.455,1972,HWB8,other,conventional,BSSA14,0.484570723741191,slight,1351350.0,475.4125964355489,C,0.9778421216523457,0.02161568321789327,0.0005324659712182581,9.728757425124034e-06,4.0111758984290193e-10,none,937.1617178483309
53 2202,34.19833333,-118.185,1972,HWB1,other,conventional,BSSA14,0.236961987143489,none,49679225.54595001,493.1473608400012,C,0.999999999801963,1.9795251766809698e-10,8.449559473349589e-14,6.9135940618451e-20,3.167866384099668e-25,none,0.00029535964809400444
53 2204,34.275,-118.4933333,1976,HWB4,other,seismic,BSSA14,0.6434703792739,moderate,24077946.3925,309.5887651905438,CD,0.9999988574457523,1.1399775158413135e-06,2.569528072986113e-09,7.2037231748347704e-12,9.87275581856964e-18,none,0.8284424051409277
53 2205,34.27166667,-118.4883333,1976,HWB5,other,seismic,BSSA14,0.65051035615658,complete,70371349.4484,330.2283455575249,CD,0.12636605810647383,0.5785603376104824,0.25876227468265806,0.03628023661647967,3.109298390596802e-05,slight,3318638.5447977143
53 2206,34.27,-118.4866667,1976,HWB4,other,seismic,BSSA14,0.655674664808208,complete,35257838.616,343.6661052041181,CD,0.9999981934265921,1.8020633701309112e-06,4.496328064586882e-09,1.3709667487340725e-11,2.2071170774443633e-17,none,1.9189090932268043
53 2207,34.26666667,-118.4833333,1976,HWB4,other,seismic,BSSA14,0.659904214602301,moderate,20525358.4536,371.9831356534459,C,0.9999978908710063,2.1036774305745157e-06,5.434509926818584e-09,1.7053188341088223e-11,2.9008506884967504e-17,none,1.304373127436392
53 2208,34.26666667,-118.48,1977,HWB4,other,seismic,BSSA14,0.659196668953824,moderate,12734419.698,376.2222656249928,C,0.999997944518075,2.0501997381795748e-06,5.2657422373792616e-09,1.6444602388265158e-11,2.7717392157290268e-17,none,0.7886599651251441
53 2209,34.26666667,-118.475,1977,HWB8,other,seismic,BSSA14,0.678212824026454,moderate,15799204.9215,382.5810241699219,C,0.6293389758226623,0.3143679177732662,0.05149471036494621,0.0047943643835785515,4.0316555467150815e-06,none,233089.416416959
53 2210,34.265,-118.4716667,1977,HWB4,other,seismic,BSSA14,0.678284634255068,moderate,1486485.0,384.2658085730944,C,0.9999959583672161,4.029515557193314e-06,1.2074391703888992e-08,4.2834950888690296e-11,9.21907709986948e-17,none,0.18114622367822467
53 2211,34.26666667,-118.4716667,1977,HWB6,other,seismic,BSSA14,0.675794566737682,slight,23868104.26000001,384.7323698437482,C,0.33622414627184904,0.6472451944833407,0.015359285998884385,0.0011711746212934016,1.9862463241578977e-07,slight,499776.40696317254
53 2212,34.26666667,-118.4716667,1977,HWB3,other,seismic,BSSA14,0.672761356181215,moderate,1486485.0,384.7323698437482,C,0.999996663307832,3.3271202856566255e-06,9.539254250637918e-09,3.262802956514863e-11,6.547543117709181e-17,none,0.1495179539695697
53 2213,34.26666667,-118.4666667,1976,HWB4,other,seismic,BSSA14,0.686635570204757,moderate,16953856.92,387.9594206249982,C,0.9999946317605617,5.351046731995051e-06,1.7128529168643005e-08,6.417697046739414e-11,1.5337599889290868e-16,none,2.7451300050103793
53 2214,34.26666667,-118.4583333,1976,HWB4,other,seismic,BSSA14,0.6849563440316,moderate,25510698.81360001,389.4670002761475,C,0.9999949267152755,5.05724979367715e-06,1.5975723796499105e-08,5.920692389271903e-11,1.3856361791794683e-16,none,3.9034010456329282
53 2215,34.265,-118.4533333,1976,HWB4,other,seismic,BSSA14,0.67965248240514,moderate,25771012.06680001,371.0744234128898,C,0.9999957639631303,4.223197995588312e-06,1.279307941454263e-08,4.5794643025778996e-11,1.002752629803915e-16,none,3.2917528896195547
53 2216,34.26666667,-118.4716667,1977,HWB2,other,seismic,BSSA14,0.676634926797322,extensive,1899397.5,384.7323698437482,C,0.998804209796696,0.001195584990391237,2.0456296942764078e-07,6.499431560261547e-10,8.327266833063864e-17,none,68.15812659027665
53 2217,34.26333333,-118.4716667,1977,HWB4,other,seismic,BSSA14,0.68335618303228,moderate,1486485.0,383.7992473024406,C,0.999995193955758,4.791044380007644e-06,1.4945049977840568e-08,5.481186795909227e-11,1.2573527691287253e-16,none,0.21545208500756408
53 2218,34.205,-118.1966667,1972,HWB5,other,conventional,BSSA14,0.251163767826444,none,8738450.721000005,478.5085904580485,C,0.9998495486852098,0.00015039241668958397,5.886999020718177e-08,2.8110437134670446e-11,9.538297232519579e-19,none,39.46711767271629
53 2219,34.21166667,-118.2233333,1972,HWB1,other,conventional,BSSA14,0.256415027910369,none,15665123.9745,661.2909254190348,BC,0.9999999977006558,2.2978342679400067e-09,1.5099269552963293e-12,2.3762898561536796e-18,1.778231799090806e-23,none,0.0010817680251463094
53 2220,34.205,-118.2183333,1972,HWB1,other,conventional,BSSA14,0.244022798001575,none,1726725.0,695.7470804271063,BC,0.9999999994979512,5.017972761077237e-10,2.5151996702435695e-13,2.6254576149608933e-19,1.4439980422378798e-24,none,2.6028721626156663e-05
53 2221,34.21166667,-118.2233333,1972,HWB3,other,conventional,BSSA14,0.25686206240464,none,1351350.0,661.2909254190348,BC,1.0,5.921712164885392e-21,8.687260665613916e-26,3.907008526160857e-30,1.9546015936144742e-39,none,2.400785649642306e-16
53 2226,34.14833333,-118.16,1971,HWB5,other,conventional,BSSA14,0.20277817014894,none,2107781.676,423.9200830078113,C,0.9999985966730293,1.4032304931295833e-06,9.64652084901279e-11,1.2352278895102867e-14,4.0751110273444393e-23,none,0.0887473783355724
53 2228,34.21166667,-118.225,1972,HWB5,other,conventional,BSSA14,0.247427417626042,none,1351350.0,700.8361938477088,BC,0.9998876352694277,0.00011232575814872768,3.895545574444609e-08,1.696786843442361e-11,4.891658396921135e-19,none,4.557959527021028
53 2230,34.20833333,-118.2,1972,HWB5,other,conventional,BSSA14,0.263966715013681,none,15642488.11125,399.0077819824219,C,0.9996185731991305,0.0003812039141620978,2.227424855831446e-07,1.442217804153145e-10,8.399552898442778e-18,none,179.16863458888855
53 2231,34.21,-118.2183333,1972,HWB1,other,conventional,BSSA14,0.260710649190046,none,1726725.0,584.3798885780263,BC,0.9999999962205326,3.776749985540038e-09,2.7174460029568678e-12,4.907645270431797e-18,4.0718978693410814e-23,none,0.00019601764323801384
53 2233,34.27333333,-118.3816667,1980,HWB4,other,seismic,BSSA14,0.764938337061206,none,9750664.423500003,387.0712981587068,C,0.9999437285401789,5.5949477932220434e-05,3.2004096674927466e-07,1.9409105083963624e-09,1.1675520266851906e-14,none,16.62071789070152
