structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 2234,33.87333333,-118.22,1974,HWB8,other,conventional,BSSA14,0.143439578451452,none,12740744.016,256.1781976318367,D,0.9999999999999997,2.7971517113682846e-16,4.203126967668335e-21,1.929365881399804e-25,1.0585128140962209e-34,none,1.0691766647709877e-10
53 2235,33.87333333,-118.215,1974,HWB4,other,conventional,BSSA14,0.145190530187257,none,115339410.186,241.3139050292984,D,1.0,2.2298600543378447e-34,1.3902141003081853e-40,4.720436784348919e-46,1.687187615456062e-57,none,7.715735131793529e-28
53 2236,33.87333333,-118.215,1974,HWB1,other,conventional,BSSA14,0.142822664766228,none,1726725.0,241.3139050292984,D,1.0,7.676925222962516e-19,2.0246160946667644e-23,2.4512272216789684e-31,4.787546145646219e-38,none,3.977061288114652e-14
53 2237,33.87333333,-118.215,1974,HWB7,other,conventional,BSSA14,0.143145387414948,none,1351350.0,241.3139050292984,D,1.0,2.266393793139698e-23,9.327907029196975e-35,7.972431064121603e-44,5.409395225903015e-58,none,9.188073757178834e-19
53 2238,33.87333333,-118.2133333,1974,HWB1,other,conventional,BSSA14,0.142806151799684,none,1726725.0,240.674412869594,D,1.0,7.637533725224313e-19,2.0129426059900187e-23,2.4347444042058044e-31,4.751922192476433e-38,none,3.956654190382602e-14
53 2239,34.27333333,-118.3983333,1980,HWB8,other,seismic,BSSA14,0.748481222685281,none,8822029.716500001,386.2672402515958,C,0.4353293811638228,0.42763837969238583,0.11904004719481996,0.017956341670293103,3.585027867829825e-05,none,237112.2586889483
53 2240,33.87166667,-118.19,1974,HWB7,other,conventional,BSSA14,0.138239689299009,none,29470495.55450001,241.9949536132823,D,1.0,3.910907465447523e-24,1.0719027653490254e-35,6.951356008353419e-45,3.2324053410574263e-59,none,3.4576914322612355e-18
53 2241,33.87166667,-118.19,1974,HWB4,other,conventional,BSSA14,0.137997055741986,none,1351350.0,241.9949536132823,D,1.0,9.604463467296894e-36,4.517383898772929e-42,1.2181649392791532e-47,2.8024398145677e-59,none,3.8937023956540368e-31
53 2242,34.20166667,-118.2183333,1972,HWB3,other,conventional,BSSA14,0.231272155258797,none,18833591.52675,765.3918765001691,B,1.0,3.680651006846403e-23,3.023145871642409e-28,8.458068817522741e-33,1.7064223009149886e-42,none,2.079641881801961e-17
53 2243,34.27333333,-118.375,1980,HWB4,other,seismic,BSSA14,0.764299986859727,none,10897801.4145,397.4591430664001,C,0.9999446824971754,5.500239102216488e-05,3.132193023068911e-07,1.892488848983674e-09,1.130339722102043e-14,none,18.260382296021238
53 2246,34.26333333,-118.3333333,1980,HWB4,other,seismic,BSSA14,0.603969548615472,none,15078111.048,603.2447766155013,BC,0.9999997710742334,2.2855950796673566e-07,3.6548674739846754e-10,7.7183531975491e-13,6.144340056179377e-19,none,0.10383114671099815
53 2247,34.27333333,-118.3933333,1980,HWB6,other,seismic,BSSA14,0.757408820066504,none,20484589.125,386.8557595387026,C,0.16038899679588892,0.7803807055715332,0.05252875649124984,0.006698146680282229,3.394461045868355e-06,slight,600027.4727599145
53 2249,34.27166667,-118.3566667,1980,HWB2,other,seismic,BSSA14,0.743336399929345,none,117165294.72648,404.8154401734722,C,0.9948656574478121,0.005132168127442639,2.1635406396496872e-06,1.0884101816953768e-08,3.804775073210347e-15,none,18059.957897460787
53 2251,34.26,-118.335,1980,HWB7,other,seismic,BSSA14,0.573634397285769,none,27202335.26010001,688.8017687989425,BC,0.9984153537858486,0.00158458857873868,5.763268348708746e-08,2.729299650321803e-12,5.96728989521599e-20,none,1293.2607310923338
53 2252,33.87333333,-118.2066667,1974,HWB3,other,conventional,BSSA14,0.141622356930791,none,16828331.52,239.1795154550539,D,1.0,4.818945292509023e-35,2.6171437863105893e-41,7.938209194103585e-47,2.286685497282626e-58,none,2.4328477921790146e-29
53 2253,34.14833333,-118.1583333,1974,HWB5,other,conventional,BSSA14,0.201120269129928,none,1351350.0,422.4555885261225,C,0.9999988524327565,1.1474934714689119e-06,7.376302706671815e-11,8.978870949029598e-15,2.7084225518656394e-23,none,0.04652793648681491
53 2254,34.15166667,-118.155,1975,HWB2,other,seismic,BSSA14,0.200365062138484,none,29586468.912,423.6698498535141,C,1.0,3.698219681992045e-20,3.6202728827924294e-29,2.786481349967576e-34,7.213695408793483e-47,none,3.282517858099218e-14
53 2255,34.15166667,-118.1533333,1974,HWB3,other,conventional,BSSA14,0.199905274678425,none,1351350.0,422.6990760438933,C,1.0,2.0180977479862455e-26,7.400663860070585e-32,1.0704252388580492e-36,6.113662245178116e-47,none,8.181549185936794e-22
53 2256,34.15166667,-118.1516667,1975,HWB5,other,seismic,BSSA14,0.200374153567941,none,0.0,421.7283604795411,C,0.9999989529042835,1.0470304188409116e-06,6.528987154774803e-11,7.767305706660891e-15,2.2498501302242893e-23,none,0.0
53 2257,34.14833333,-118.1533333,1975,HWB4,other,seismic,BSSA14,0.195225447605012,none,5860318.464000001,419.3648780769039,C,1.0,5.6669105265246076e-27,1.8227308740636033e-32,2.3682009946299605e-37,1.101682931413933e-47,none,9.96305557546521e-22
53 2258,34.15,-118.1533333,1975,HWB8,other,seismic,BSSA14,0.198792885843985,none,7710865.662500002,420.8602765841048,C,0.9999999999497148,5.027947859358586e-11,5.694867237801301e-15,1.318996538693548e-18,1.4981419517479915e-26,none,1.1634464681620867e-05
53 2259,34.15166667,-118.1516667,1974,HWB5,other,conventional,BSSA14,0.198576278536031,none,1351350.0,421.7283604795411,C,0.9999991626835936,8.372679026351513e-07,4.8498337656632375e-11,5.4575598543649775e-15,1.4327478155879016e-23,none,0.03394850430883613
53 2260,34.15,-118.1566667,1974,HWB3,other,conventional,BSSA14,0.201360275031021,none,6691935.250000002,422.8649919705827,C,1.0,2.9689397653745766e-26,1.1333487981705736e-31,1.6939913957380393e-36,1.0302298613851163e-46,none,5.960446478519263e-21
53 2262,34.14,-118.1533333,1975,HWB2,other,seismic,BSSA14,0.195265768658404,none,20491735.26400001,413.2838804437483,C,1.0,1.1163514515792014e-20,8.435350365005249e-30,5.710096714594789e-35,1.1183328100663247e-47,none,6.8627935360316255e-15
53 2263,34.145,-118.1533333,1975,HWB6,other,seismic,BSSA14,0.194769770530838,none,13134300.67950001,416.374081062502,C,0.9999999966357532,3.3642467779477256e-09,3.3635908935149346e-17,9.910444571354882e-21,7.299668418776179e-30,none,0.0013256108976234088
53 2264,34.145,-118.1533333,1975,HWB6,other,seismic,BSSA14,0.199968664635688,none,28902498.625,416.374081062502,C,0.9999999926852129,7.314786982015092e-09,1.0173468979746948e-16,3.3750906730996867e-20,3.238920639560503e-29,none,0.006342468856170583
53 2265,34.14666667,-118.155,1975,HWB4,other,seismic,BSSA14,0.198152922499719,none,3422879.46,418.9276367187525,C,1.0,1.2607555820112329e-26,4.4034436499301336e-32,6.120154038791834e-37,3.2388375423515594e-47,none,1.2946363742131502e-21
53 2266,34.14833333,-118.155,1975,HWB2,other,seismic,BSSA14,0.200006491509776,none,1899397.5,420.3951354980481,C,1.0,3.4047073538637067e-20,3.2735297386144735e-29,2.497216006634554e-34,6.3407240689618e-47,none,1.940067795822408e-15
53 2267,34.15,-118.155,1975,HWB6,other,seismic,BSSA14,0.201021555703816,none,11854717.875,421.8626342773438,C,0.9999999914774549,8.522544994020316e-09,1.2659098169632236e-16,4.3002053854676226e-20,4.350183714391587e-29,none,0.0030309711146166065
53 2268,34.15,-118.155,1975,HWB8,other,seismic,BSSA14,0.200712652395587,none,0.0,421.8626342773438,C,0.9999999999309788,6.901290813623122e-11,8.2941537311278e-15,2.0146011639506867e-18,2.5014837296826476e-26,none,0.0
53 2269,34.14833333,-118.1583333,1974,HWB8,other,conventional,BSSA14,0.205270690407297,none,1351350.0,422.4555885261225,C,0.9999999998566094,1.4337078803338158e-10,1.9789759634967748e-14,5.371682519884906e-18,8.213410064019657e-26,none,5.8144646783578265e-06
53 2272,34.15,-118.15,1975,HWB7,other,seismic,BSSA14,0.196067498318938,none,25658454.3215,418.8556213378906,C,1.0,4.4546021282875285e-17,7.145219178380805e-27,7.354279531828102e-35,1.50566442402563e-47,none,3.428946158340349e-11
53 2273,34.15,-118.145,1976,HWB6,other,seismic,BSSA14,0.194759726666128,none,21573830.278,412.0961364746017,C,0.9999999966409203,3.359079682215617e-09,3.356254635435508e-17,9.886532213519537e-21,7.278284264197808e-30,none,0.0021740465066110736
53 2274,34.15,-118.14,1976,HWB6,other,seismic,BSSA14,0.193769497728081,none,19985449.48400001,403.8732849121094,C,0.9999999971153116,2.8846883455097532e-09,2.7038556928329806e-17,7.783954288067858e-21,5.4443738349686366e-30,none,0.0017295538394571707
53 2275,34.15,-118.1366667,1976,HWB6,other,seismic,BSSA14,0.193927782629604,none,21255840.85625,396.4403026020569,C,0.9999999970439665,2.956033463220312e-09,2.7992355532512445e-17,8.08823409089758e-21,5.7037913384920766e-30,none,0.0018849893534418794
53 2276,34.15,-118.1316667,1976,HWB3,other,seismic,BSSA14,0.191102387265761,none,19543297.2735,389.8324114733929,C,1.0,1.7829152084232087e-27,5.095418708607566e-33,6.010206792423341e-38,2.3239493306644868e-48,none,1.0453292247460218e-21
53 2277,34.15,-118.1266667,1976,HWB6,other,seismic,BSSA14,0.189675280377581,none,23306974.8912,392.3081805163575,C,0.9999999984861346,1.513865407415555e-09,1.0856086787702006e-17,2.8385976221597117e-21,1.6020486264274214e-30,none,0.0010585087114370608
53 2278,34.15,-118.0983333,1976,HWB6,other,seismic,BSSA14,0.176547007426054,none,1486485.0,377.8127921004593,C,0.9999999998399525,1.600475665915062e-10,4.664587463288939e-19,8.827279610372937e-23,2.422910942688637e-32,none,7.13724926624677e-06
53 2279,34.15,-118.095,1976,HWB8,other,seismic,BSSA14,0.176302796493686,none,1486485.0,372.2328552246094,C,0.999999999999205,7.950144644923978e-13,4.288897984582387e-17,5.480546802846213e-21,2.043576875095089e-29,none,3.545841463023363e-08
53 2280,34.14833333,-118.09,1976,HWB4,other,seismic,BSSA14,0.174005554416063,none,1486485.0,369.2974645996054,C,1.0,9.727127313763967e-30,1.6542200615408163e-35,1.2761539354378195e-40,2.1907440229652948e-51,none,4.337788325760841e-25
53 2281,34.15,-118.145,1976,HWB4,other,seismic,BSSA14,0.194979782991793,none,1486485.0,412.0961364746017,C,1.0,5.2948960184893584e-27,1.6912433782773624e-32,2.184869547099087e-37,1.0053722755289768e-47,none,2.3612551652884953e-22
53 2282,34.23166667,-118.2566667,1972,HWB8,other,conventional,BSSA14,0.35604626562091,none,15025605.0945,422.9130078768695,C,0.9998089191261977,0.00019032121351755042,7.565743146894599e-07,3.0859624259176207e-09,7.620133629234765e-15,none,86.71177304047929
53 2283,34.21666667,-118.2333333,1972,HWB5,other,conventional,BSSA14,0.311985151056373,none,11598183.597,350.4460999781127,CD,0.9943012552847749,0.005686124044521893,1.2598067513298858e-05,2.2603181884864872e-08,8.05648248728913e-15,none,1990.2160337661494
53 2306,34.23166667,-118.2666667,1972,HWB3,other,conventional,BSSA14,0.332428281677,none,13837094.271,663.9766985479151,BC,0.9999999999999996,4.926010345501747e-16,2.9976927069901583e-20,4.321681635384569e-24,2.00944498724015e-32,none,2.0451820702703191e-10
53 2308,34.22833333,-118.2533333,1972,HWB3,other,conventional,BSSA14,0.345150962971236,none,16530472.959,413.1026518286567,C,0.9999999999999978,2.236614467744539e-15,1.6737818212908634e-19,2.8585684499357406e-23,1.8384191910803337e-31,none,1.1093903147375915e-09
53 2310,34.22666667,-118.2483333,1972,HWB2,other,conventional,BSSA14,0.337498257675611,none,18599825.244,354.1957104223383,CD,0.9999999999635557,3.644433170303689e-11,6.6000910413076e-18,6.787768253679859e-22,4.924340955347518e-32,none,2.033575584832513e-05
53 2312,34.21333333,-118.2266667,1972,HWB5,other,conventional,BSSA14,0.271447932972518,none,21229830.496875,614.7483943542013,BC,0.9993727626868616,0.0006267785685069651,4.5839250336731366e-07,3.521279932358094e-10,2.7778193930502164e-17,none,399.9724795710989
53 2313,34.22,-118.2366667,1972,HWB5,other,conventional,BSSA14,0.31592942219399,none,19762041.7995,350.7588218941889,CD,0.9931961037700812,0.006787258996381004,1.6605079108213535e-05,3.2154416458113844e-08,1.3128497197870938e-14,none,4050.3137605990228
53 2314,33.985,-118.4183333,1972,HWB3,other,conventional,BSSA14,0.252584113236117,none,10688025.348,301.6857111787965,CD,1.0,2.6747075372395697e-21,3.5761384291192433e-26,1.4907125898840416e-30,6.4491611268295694e-40,none,8.576508401648314e-16
53 2317,34.15,-118.155,1975,HWB2,other,seismic,BSSA14,0.198595346821002,none,84797032.32000001,421.8626342773438,C,1.0,2.453467239069252e-20,2.1970231773963863e-29,1.6179171806301152e-34,3.805036157074577e-47,none,6.241402237926922e-14
53 2318,34.15,-118.155,1974,HWB6,other,conventional,BSSA14,0.197193062508714,none,1351350.0,421.8626342773438,C,0.9999999951455991,4.854400806494519e-09,5.666982642290468e-17,1.765347258838258e-20,1.472242426741974e-29,none,0.00019679984202811664
53 2319,34.21333333,-118.2283333,1972,HWB4,other,conventional,BSSA14,0.279887853071493,none,14529399.885,559.4927311337956,C,1.0,3.086972391242117e-19,7.275316358969256e-24,4.823297913690918e-28,5.070364151977892e-37,none,1.3456402714937832e-13
53 2320,34.22166667,-118.24,1972,HWB1,other,conventional,BSSA14,0.324197376352142,none,10129652.0325,350.3896496582113,CD,0.9999986226016224,1.3741612183447975e-06,3.237123787988858e-09,3.539789910894096e-14,1.1354630997291877e-18,none,0.4202166140099501
53 2321,34.23166667,-118.265,1972,HWB5,other,conventional,BSSA14,0.337980780190889,none,22342464.144,619.1455126952882,BC,0.983418422894961,0.016512782872228432,6.859431479505957e-05,1.9991784635299638e-07,1.6915232613043462e-13,none,11191.809726823652
53 2322,34.23166667,-118.2616667,1972,HWB3,other,conventional,BSSA14,0.351019036688227,none,16977558.0975,529.4849688800784,C,0.9999999999999957,4.361489237549248e-15,3.581310829665051e-19,6.599524068534931e-23,4.909410879664925e-31,none,2.2219098030743232e-09
53 2323,34.15,-118.1516667,1974,HWB5,other,conventional,BSSA14,0.199842503762275,none,1351350.0,419.8579790311296,C,0.9999990194870513,9.804531177551837e-07,5.982391395077293e-11,7.0013259787797865e-15,1.970033911417714e-23,none,0.03975452942935391
53 2324,34.265,-118.4416667,1976,HWB3,other,seismic,BSSA14,0.682573283512787,none,1486485.0,334.2664932578473,CD,0.9999953199716465,4.6655118280016184e-06,1.4463749521241815e-08,5.277588260282387e-11,1.1988275798031626e-16,none,0.20979602504364284
53 2325,34.265,-118.4416667,1976,HWB4,other,seismic,BSSA14,0.687964231409063,none,1486485.0,334.2664932578473,CD,0.9999943873982935,5.594438043822418e-06,1.8095275711920127e-08,6.838677121049093e-11,1.661634834535217e-16,none,0.25165872976487197
53 2326,34.265,-118.4416667,1976,HWB6,other,seismic,BSSA14,0.684731483115882,none,1486485.0,334.2664932578473,CD,0.31260550372937457,0.6679637122209577,0.017976585849149698,0.0014539182851176123,2.7991540039824326e-07,slight,32466.018200658196
53 2327,34.26666667,-118.4416667,1976,HWB2,other,seismic,BSSA14,0.681669032340086,moderate,1899397.5,335.6348181447873,CD,0.9986486390062936,0.0013511118818186065,2.4829385831673873e-07,8.180293634531995e-10,1.1344897330484546e-16,none,77.02707305604432
53 2328,34.26666667,-118.4416667,1976,HWB4,other,seismic,BSSA14,0.68368011984759,moderate,1486485.0,335.6348181447873,CD,0.9999951409154976,4.843880284623721e-06,1.514854186038014e-08,5.567586152197796e-11,1.282363694427923e-16,none,0.21783279849032797
53 2329,34.26666667,-118.4416667,1976,HWB2,other,seismic,BSSA14,0.682438955234394,extensive,1899397.5,335.6348181447873,CD,0.9986233871926851,0.0013763562614279915,2.556987948233372e-07,8.470919797559022e-10,1.189052935072585e-16,none,78.46668539542443
53 2330,34.265,-118.4416667,1976,HWB8,other,seismic,BSSA14,0.684158919431387,moderate,1486485.0,334.2664932578473,CD,0.6127361926356361,0.32585203515547967,0.05596949199929728,0.005437341749979763,4.938459607241916e-06,none,23215.022383442767
53 2332,34.155,-118.3766667,1962,HWB7,other,conventional,BSSA14,0.427431022774263,none,1351350.0,347.6757410874106,CD,0.999995106326258,4.893667384131281e-06,6.357835455774212e-12,3.0286298589170794e-17,2.80411294273874e-26,none,0.19839240992948148
53 2333,34.16666667,-118.465,1966,HWB7,other,conventional,BSSA14,0.473397715799603,none,1351350.0,279.2094604492191,CD,0.9999540624333355,4.5937375556240665e-05,1.911062612907208e-10,2.0246841790282e-15,5.626894243099623e-24,none,1.8623448345374847
53 2334,34.175,-118.4733333,1966,HWB7,other,conventional,BSSA14,0.455850670111163,none,1351350.0,256.5383672764929,D,0.9999793386668377,2.0661277228027356e-05,5.5933755812174836e-11,4.410403596884225e-16,8.164634094448022e-25,none,0.8376245564983164
53 2336,34.185,-118.4816667,1966,HWB7,other,conventional,BSSA14,0.48275992457167,none,1351350.0,270.7098940983804,CD,0.999931406642172,6.859300139082624e-05,3.5643283057694294e-10,4.4007424789972435e-15,1.5097097620275628e-23,none,2.780833107611975
53 2337,34.27,-118.4316667,1976,HWB4,other,seismic,BSSA14,0.69829760757143,none,11502679.6885,343.9788552155827,CD,0.9999921123506367,7.859987560775156e-06,2.755051780838378e-08,1.1128446404663035e-10,3.071855087194713e-16,none,2.737999981463419
53 2338,34.21333333,-118.2266667,1972,HWB3,other,conventional,BSSA14,0.271360914503244,none,1351350.0,614.7483943542013,BC,1.0,7.582866285062947e-20,1.5065207951393937e-24,8.684463728143663e-29,6.98613480147893e-38,none,3.0742948025854404e-15
53 2339,34.21333333,-118.2266667,1972,HWB3,other,conventional,BSSA14,0.268105466880127,none,1351350.0,614.7483943542013,BC,1.0,4.357190100758827e-20,8.098516783766352e-25,4.420600347660119e-29,3.2036142514332275e-38,none,1.7665142191778237e-15
53 2341,34.15166667,-118.155,1975,HWB5,other,seismic,BSSA14,0.199856518449691,none,0.0,423.6698498535141,C,0.9999990177830842,9.821569465014331e-07,5.996226461497419e-11,7.020554510157185e-15,1.976956578046806e-23,none,0.0
53 2342,34.265,-118.445,1976,HWB4,other,seismic,BSSA14,0.680006744918474,moderate,1486485.0,345.4085717773287,CD,0.9999957122412592,4.274726515731373e-06,1.2985632854624897e-08,4.659219463273072e-11,1.024777620465767e-16,none,0.19219105602036238
53 2343,34.265,-118.445,1976,HWB4,other,seismic,BSSA14,0.687467717732533,moderate,1486485.0,345.4085717773287,CD,0.999994479876971,5.502328053732835e-06,1.7728191211457983e-08,6.678388360428849e-11,1.6126930430996163e-16,none,0.247506877283658
53 2344,34.26666667,-118.4383333,1976,HWB4,other,seismic,BSSA14,0.692700359200215,none,1486485.0,337.5946179879166,CD,0.999993431604193,6.546338125001575e-06,2.1972061480579617e-08,8.562037172477508e-11,2.2061667327860848e-16,none,0.2945757126945949
