structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 2195,34.155,-118.1566667,1973,HWB5,other,conventional,0.1194,none,19784702.4375,428.1918870482467,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,6.696427875309242e-08
53 2196,34.265,-118.445,1969,HWB6,other,conventional,0.8551,none,0.0,345.4085717773287,CD,0.05486180199594459,0.7752713136438918,0.1388671264905761,0.030950379179617276,4.937868997026073e-05,slight,0.0
53 2197,34.14833333,-118.16,1971,HWB4,other,conventional,0.0734,none,1351350.0,423.9200830078113,C,1.0,4.886537459464643e-55,6.902702939470754e-63,1.0598021981719648e-69,1.0184002000414119e-83,none,1.9810267933780405e-50
53 2198,34.18666667,-118.175,1974,HWB5,other,conventional,0.067,none,6469182.720000001,415.5279846191247,C,1.0,7.936241319052672e-25,5.6440457338369706e-33,7.403376564088678e-40,1.3072540113767747e-53,none,1.5402298852988692e-19
53 2199,34.21,-118.2183333,1972,HWB8,other,conventional,0.1309,none,16059917.874,584.3798885780263,BC,1.0,5.881114992307974e-18,5.007510687194822e-23,1.4588189615890715e-27,3.418419052582131e-37,none,2.833571055545926e-12
53 2200,34.40166667,-118.4566667,1972,HWB1,other,conventional,0.5779,extensive,1726725.0,476.1660555983645,C,0.9639163731625283,0.03429821563549049,0.0017832592592139697,2.1495246705535566e-06,2.418096642494763e-09,none,2023.9755442296841
53 2201,34.40333333,-118.455,1972,HWB8,other,conventional,0.5779,slight,1351350.0,475.4125964355489,C,0.870847110002559,0.12065910683645026,0.00814474075048794,0.0003489718555512144,7.055495159726896e-08,none,5890.083277440486
53 2202,34.19833333,-118.185,1972,HWB1,other,conventional,0.1261,none,49679225.54595001,493.1473608400012,C,1.0,2.487989114217967e-21,3.2987738944921675e-26,1.41266094646941e-34,1.2678583236949817e-41,none,3.708172275260701e-15
53 2204,34.275,-118.4933333,1976,HWB4,other,seismic,1.113,moderate,24077946.3925,309.5887651905438,CD,0.9765238327533475,0.02251652987673374,0.0009297952132252866,2.9837839680745317e-05,4.317012699190398e-09,none,18235.271144392507
53 2205,34.27166667,-118.4883333,1976,HWB5,other,seismic,1.224,complete,70371349.4484,330.2283455575249,CD,8.373847636189424e-06,0.00436254510471934,0.08169019263775423,0.7145336002911262,0.199405288118764,extensive,27072194.50473292
53 2206,34.27,-118.4866667,1976,HWB4,other,seismic,1.224,complete,35257838.616,343.6661052041181,CD,0.9346572703230583,0.06103720841316006,0.004104492759078498,0.0002009640055407602,6.449916230278514e-08,none,77912.10799788166
53 2207,34.26666667,-118.4833333,1976,HWB4,other,seismic,1.224,moderate,20525358.4536,371.9831356534459,C,0.9346572703230583,0.06103720841316006,0.004104492759078498,0.0002009640055407602,6.449916230278514e-08,none,45356.5506935644
53 2208,34.26666667,-118.48,1977,HWB4,other,seismic,1.224,moderate,12734419.698,376.2222656249928,C,0.9346572703230583,0.06103720841316006,0.004104492759078498,0.0002009640055407602,6.449916230278514e-08,none,28140.280906234653
53 2209,34.26666667,-118.475,1977,HWB8,other,seismic,1.224,moderate,15799204.9215,382.5810241699219,C,0.004370918952355529,0.08169019263775423,0.2725914064380197,0.5760047522949289,0.06534272967694162,extensive,3690724.857631691
53 2210,34.265,-118.4716667,1977,HWB4,other,seismic,1.109,moderate,1486485.0,384.2658085730944,C,0.977504133193653,0.021592990503687393,0.000875230949452144,2.764147321837497e-05,3.879989059282881e-09,none,1077.289035272713
53 2211,34.26666667,-118.4716667,1977,HWB6,other,seismic,1.109,slight,23868104.26000001,384.7323698437482,C,0.0018693013069510656,0.363070230551502,0.34947280216419907,0.2808394681591603,0.0047481978181875975,slight,2716381.1129003754
53 2212,34.26666667,-118.4716667,1977,HWB3,other,seismic,1.109,moderate,1486485.0,384.7323698437482,C,0.977504133193653,0.021592990503687393,0.000875230949452144,2.764147321837497e-05,3.879989059282881e-09,none,1077.289035272713
53 2213,34.26666667,-118.4666667,1976,HWB4,other,seismic,1.109,moderate,16953856.92,387.9594206249982,C,0.977504133193653,0.021592990503687393,0.000875230949452144,2.764147321837497e-05,3.879989059282881e-09,none,12286.840543630384
53 2214,34.26666667,-118.4583333,1976,HWB4,other,seismic,0.8551,moderate,25510698.81360001,389.4670002761475,C,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,370.30693402290353
53 2215,34.265,-118.4533333,1976,HWB4,other,seismic,0.8551,moderate,25771012.06680001,371.0744234128898,C,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,374.08557620681074
53 2216,34.26666667,-118.4716667,1977,HWB2,other,seismic,1.109,extensive,1899397.5,384.7323698437482,C,0.7144123340226521,0.2808394681591603,0.004587243819859782,0.00016095011833875626,3.879989059282881e-09,none,16776.24789989258
53 2217,34.26333333,-118.4716667,1977,HWB4,other,seismic,1.109,moderate,1486485.0,383.7992473024406,C,0.977504133193653,0.021592990503687393,0.000875230949452144,2.764147321837497e-05,3.879989059282881e-09,none,1077.289035272713
53 2218,34.205,-118.1966667,1972,HWB5,other,conventional,0.129,none,8738450.721000005,478.5085904580485,C,0.9999999999981208,1.8791323667190255e-12,3.112231229359216e-18,2.4198669404833025e-23,5.675147483594149e-34,none,4.926233432835125e-07
53 2219,34.21166667,-118.2233333,1972,HWB1,other,conventional,0.1309,none,15665123.9745,661.2909254190348,BC,1.0,1.4458687381027e-20,2.356493641800953e-25,1.3784720821189707e-33,1.5622852289678164e-40,none,6.795209228095549e-15
53 2220,34.205,-118.2183333,1972,HWB1,other,conventional,0.0661,none,1726725.0,695.7470804271063,BC,1.0,6.415860456333864e-37,2.3783826644960192e-43,4.593241379535166e-54,7.261773324576415e-63,none,3.3235312793891727e-32
53 2221,34.21166667,-118.2233333,1972,HWB3,other,conventional,0.1309,none,1351350.0,661.2909254190348,BC,1.0,3.418417852965681e-37,1.1996139042319594e-43,2.545966892916121e-49,3.70538038472944e-61,none,1.3858449865687527e-32
53 2226,34.14833333,-118.16,1971,HWB5,other,conventional,0.0734,none,2107781.676,423.9200830078113,C,1.0,7.922082971841096e-23,1.2060966183379156e-30,2.7962082460888586e-37,1.3457970621287617e-50,none,5.009406600514701e-18
53 2228,34.21166667,-118.225,1972,HWB5,other,conventional,0.1573,none,1351350.0,700.8361938477088,BC,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,5.295262868087779e-05
53 2230,34.20833333,-118.2,1972,HWB5,other,conventional,0.129,none,15642488.11125,399.0077819824219,C,0.9999999999981208,1.8791323667190255e-12,3.112231229359216e-18,2.4198669404833025e-23,5.675147483594149e-34,none,8.818330659138551e-07
53 2231,34.21,-118.2183333,1972,HWB1,other,conventional,0.1309,none,1726725.0,584.3798885780263,BC,1.0,1.4458687381027e-20,2.356493641800953e-25,1.3784720821189707e-33,1.5622852289678164e-40,none,7.490178611725794e-16
53 2233,34.27333333,-118.3816667,1980,HWB4,other,seismic,0.4894,none,9750664.423500003,387.0712981587068,C,0.9999999994524738,5.472477821907155e-10,2.782622912078357e-13,2.288540955926734e-16,2.9884194724873506e-23,none,0.0001602985016674146
53 2234,33.87333333,-118.22,1974,HWB8,other,conventional,0.1159,none,12740744.016,256.1781976318367,D,1.0,2.5057492081014674e-20,1.0011413874527335e-25,1.5920011148166902e-30,1.20209487605001e-40,none,9.577634815974604e-15
53 2235,33.87333333,-118.215,1974,HWB4,other,conventional,0.1159,none,115339410.186,241.3139050292984,D,1.0,1.2020946613403553e-40,2.1470939239873118e-47,2.623297584111926e-53,1.3284943096419668e-65,none,4.159468657966018e-34
53 2236,33.87333333,-118.215,1974,HWB1,other,conventional,0.1159,none,1726725.0,241.3139050292984,D,1.0,4.122074514137588e-23,3.428760622861968e-28,7.259344788000708e-37,3.8467004665221054e-44,none,2.1353540988410735e-18
53 2237,33.87333333,-118.215,1974,HWB7,other,conventional,0.1159,none,1351350.0,241.3139050292984,D,1.0,3.428760630120111e-28,1.2020948758569913e-40,1.930187502054334e-50,1.3284943096419668e-65,none,1.390036703255143e-23
53 2238,33.87333333,-118.2133333,1974,HWB1,other,conventional,0.1159,none,1726725.0,240.674412869594,D,1.0,4.122074514137588e-23,3.428760622861968e-28,7.259344788000708e-37,3.8467004665221054e-44,none,2.1353540988410735e-18
53 2239,34.27333333,-118.3983333,1980,HWB8,other,seismic,0.5129,none,8822029.716500001,386.2672402515958,C,0.9579165576932448,0.04065893817849332,0.0013910372405076755,3.3464578947572984e-05,2.308806585476105e-09,none,11816.399321203204
53 2240,33.87166667,-118.19,1974,HWB7,other,conventional,0.1345,none,29470495.55450001,241.9949536132823,D,1.0,9.615753913324212e-25,1.9141167264499436e-36,9.990360675260968e-46,3.451187561791761e-60,none,8.501430988718745e-19
53 2241,33.87166667,-118.19,1974,HWB4,other,conventional,0.1345,none,1351350.0,241.9949536132823,D,1.0,1.914115946631686e-36,7.808154192286351e-43,1.8741581073529492e-48,3.451187561791761e-60,none,7.759930194744837e-32
53 2242,34.20166667,-118.2183333,1972,HWB3,other,conventional,0.0661,none,18833591.52675,765.3918765001691,B,1.0,1.1772903955353703e-58,9.290310785085992e-67,8.862186357915672e-74,3.4292115670546473e-88,none,6.651782065339708e-53
53 2243,34.27333333,-118.375,1980,HWB4,other,seismic,0.4894,none,10897801.4145,397.4591430664001,C,0.9999999994524738,5.472477821907155e-10,2.782622912078357e-13,2.288540955926734e-16,2.9884194724873506e-23,none,0.00017915714892240446
53 2246,34.26333333,-118.3333333,1980,HWB4,other,seismic,0.3983,none,15078111.048,603.2447766155013,BC,0.9999999999994788,5.211714213132374e-13,8.572406215143016e-17,2.7918742517826865e-20,6.180424356565037e-28,none,2.3585192676292235e-07
53 2247,34.27333333,-118.3933333,1980,HWB6,other,seismic,0.5129,none,20484589.125,386.8557595387026,C,0.8305272646462167,0.169249001196901,0.00021884428616516784,4.889814537656368e-06,5.617937977800418e-11,none,104393.56491404714
53 2249,34.27166667,-118.3566667,1980,HWB2,other,seismic,0.4161,none,117165294.72648,404.8154401734722,C,0.9999999772124955,2.278747144644241e-08,3.3117145674999535e-14,9.607590180362589e-18,6.660537320659735e-27,none,0.08009733493863988
53 2251,34.26,-118.335,1980,HWB7,other,seismic,0.3983,none,27202335.26010001,688.8017687989425,BC,0.9999991003739909,8.996254878274621e-07,5.212557454840548e-13,1.427810076513157e-18,6.180424356565037e-28,none,0.7341585582120028
53 2252,33.87333333,-118.2066667,1974,HWB3,other,conventional,0.134,none,16828331.52,239.1795154550539,D,1.0,1.51264047741387e-36,6.044262845762531e-43,1.4264760429211174e-48,2.5433138570610297e-60,none,7.636572764596232e-31
53 2253,34.14833333,-118.1583333,1974,HWB5,other,conventional,0.1194,none,1351350.0,422.4555885261225,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,4.57384579721918e-09
53 2254,34.15166667,-118.155,1975,HWB2,other,seismic,0.1194,none,29586468.912,423.6698498535141,C,1.0,5.664294505523785e-32,3.0339972284705195e-43,1.7661997288766547e-49,1.678308524634311e-64,none,5.02759419895457e-26
53 2255,34.15166667,-118.1533333,1974,HWB3,other,conventional,0.1194,none,1351350.0,422.6990760438933,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,3.522980976454457e-35
53 2256,34.15166667,-118.1516667,1975,HWB5,other,seismic,0.1194,none,0.0,421.7283604795411,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,0.0
53 2257,34.14833333,-118.1533333,1975,HWB4,other,seismic,0.1194,none,5860318.464000001,419.3648780769039,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,1.5277900221731458e-34
53 2258,34.15,-118.1533333,1975,HWB8,other,seismic,0.1194,none,7710865.662500002,420.8602765841048,C,1.0,9.842326055089176e-20,4.731758591401306e-25,8.725033461695102e-30,8.690025380568792e-40,none,2.2768148109653028e-14
53 2259,34.15166667,-118.1516667,1974,HWB5,other,conventional,0.1194,none,1351350.0,421.7283604795411,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,4.57384579721918e-09
53 2260,34.15,-118.1566667,1974,HWB3,other,conventional,0.1194,none,6691935.250000002,422.8649919705827,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,1.744593227617938e-34
53 2262,34.14,-118.1533333,1975,HWB2,other,seismic,0.1254,none,20491735.26400001,413.2838804437483,C,1.0,9.905335470815538e-31,8.69483557286356e-42,6.46528897931709e-48,1.0452770190699756e-62,none,6.089325365214365e-25
53 2263,34.145,-118.1533333,1975,HWB6,other,seismic,0.1194,none,13134300.67950001,416.374081062502,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,3.274110828354389e-11
53 2264,34.145,-118.1533333,1975,HWB6,other,seismic,0.1194,none,28902498.625,416.374081062502,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,7.204798034074904e-11
53 2265,34.14666667,-118.155,1975,HWB4,other,seismic,0.1194,none,3422879.46,418.9276367187525,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,8.923475947960709e-35
53 2266,34.14833333,-118.155,1975,HWB2,other,seismic,0.1194,none,1899397.5,420.3951354980481,C,1.0,5.664294505523785e-32,3.0339972284705195e-43,1.7661997288766547e-49,1.678308524634311e-64,none,3.2276240469627867e-27
53 2267,34.15,-118.155,1975,HWB6,other,seismic,0.1194,none,11854717.875,421.8626342773438,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,2.955137171650419e-11
53 2268,34.15,-118.155,1975,HWB8,other,seismic,0.1194,none,0.0,421.8626342773438,C,1.0,9.842326055089176e-20,4.731758591401306e-25,8.725033461695102e-30,8.690025380568792e-40,none,0.0
53 2269,34.14833333,-118.1583333,1974,HWB8,other,conventional,0.1194,none,1351350.0,422.4555885261225,C,1.0,9.842326055089176e-20,4.731758591401306e-25,8.725033461695102e-30,8.690025380568792e-40,none,3.990179351406851e-15
53 2272,34.15,-118.15,1975,HWB7,other,seismic,0.1194,none,25658454.3215,418.8556213378906,C,1.0,1.751506341196091e-27,8.690025378802593e-40,1.7661997288766547e-49,1.678308524634311e-64,none,1.3482283634837086e-21
53 2273,34.15,-118.145,1976,HWB6,other,seismic,0.1194,none,21573830.278,412.0961364746017,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,5.3779118543042594e-11
53 2274,34.15,-118.14,1976,HWB6,other,seismic,0.1236,none,19985449.48400001,403.8732849121094,C,0.9999999999999997,3.474755055475774e-16,1.1335505491362956e-26,4.2864890284592185e-31,3.2526673833621797e-42,none,2.0833362490957994e-10
53 2275,34.15,-118.1366667,1976,HWB6,other,seismic,0.1236,none,21255840.85625,396.4403026020569,C,0.9999999999999997,3.474755055475774e-16,1.1335505491362956e-26,4.2864890284592185e-31,3.2526673833621797e-42,none,2.215765214402075e-10
53 2276,34.15,-118.1316667,1976,HWB3,other,seismic,0.1236,none,19543297.2735,389.8324114733929,C,1.0,8.419277881984007e-39,2.1489101827684846e-45,3.515365368419073e-51,3.1103137114749647e-63,none,4.9362168740349235e-33
53 2277,34.15,-118.1266667,1976,HWB6,other,seismic,0.1236,none,23306974.8912,392.3081805163575,C,0.9999999999999997,3.474755055475774e-16,1.1335505491362956e-26,4.2864890284592185e-31,3.2526673833621797e-42,none,2.4295808651427054e-10
53 2278,34.15,-118.0983333,1976,HWB6,other,seismic,0.1318,none,1486485.0,377.8127921004593,C,0.9999999999999954,4.5864103162750456e-15,3.366909866577446e-25,1.7022972902324688e-29,2.4670009862029676e-40,none,2.0452890420968856e-10
53 2279,34.15,-118.095,1976,HWB8,other,seismic,0.1318,none,1486485.0,372.2328552246094,C,1.0,7.910324884683276e-18,7.028193201446861e-23,2.1184521510560734e-27,5.290811714439114e-37,none,3.527657372165313e-13
53 2280,34.14833333,-118.09,1976,HWB4,other,seismic,0.1392,none,1486485.0,369.2974645996054,C,1.0,1.6509452571132121e-35,8.148044947216664e-42,2.2854315955381065e-47,5.668708054674046e-59,none,7.362325771202006e-31
53 2281,34.15,-118.145,1976,HWB4,other,seismic,0.1194,none,1486485.0,412.0961364746017,C,1.0,8.690023549749116e-40,1.8308171159472316e-46,2.560196315304001e-52,1.678308524634311e-64,none,3.8752790740999025e-35
53 2282,34.23166667,-118.2566667,1972,HWB8,other,conventional,0.1869,none,15025605.0945,422.9130078768695,C,0.9999999999937599,6.239641973042646e-12,4.828817181222776e-16,8.24026560432376e-20,5.2815339280149635e-28,none,2.813212643277927e-06
53 2283,34.21666667,-118.2333333,1972,HWB5,other,conventional,0.1573,none,11598183.597,350.4460999781127,CD,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,0.0004544746434192388
53 2306,34.23166667,-118.2666667,1972,HWB3,other,conventional,0.1451,none,13837094.271,663.9766985479151,BC,1.0,2.146258076978043e-34,1.3334720541149472e-40,4.514982586811949e-46,1.6050505095169767e-57,none,8.909407363571108e-29
53 2308,34.22833333,-118.2533333,1972,HWB3,other,conventional,0.1869,none,16530472.959,413.1026518286567,C,1.0,5.281520582403543e-28,1.3345469088691065e-33,1.4233173965479524e-38,4.539244086715978e-49,none,2.6191986442361855e-22
53 2310,34.22666667,-118.2483333,1972,HWB2,other,conventional,0.1869,none,18599825.244,354.1957104223383,CD,1.0,1.405625945904716e-21,6.840995206481712e-31,3.723103301384264e-36,4.539244086715978e-49,none,7.843319095857451e-16
53 2312,34.21333333,-118.2266667,1972,HWB5,other,conventional,0.1573,none,21229830.496875,614.7483943542013,BC,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,0.0008318905770222347
53 2313,34.22,-118.2366667,1972,HWB5,other,conventional,0.1573,none,19762041.7995,350.7588218941889,CD,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,0.0007743752998001326
53 2314,33.985,-118.4183333,1972,HWB3,other,conventional,0.2995,none,10688025.348,301.6857111787965,CD,1.0,6.1419852802915354e-18,2.1033567677382265e-22,1.8935568272429603e-26,3.574887166634107e-35,none,1.969550727323519e-12
53 2317,34.15,-118.155,1975,HWB2,other,seismic,0.1194,none,84797032.32000001,421.8626342773438,C,1.0,5.664294505523785e-32,3.0339972284705195e-43,1.7661997288766547e-49,1.678308524634311e-64,none,1.4409460927852786e-25
53 2318,34.15,-118.155,1974,HWB6,other,conventional,0.1194,none,1351350.0,421.8626342773438,C,0.9999999999999999,8.309313930662392e-17,1.7514496982519043e-27,5.664294505523785e-32,3.0339989946702482e-43,none,3.368637414249552e-12
53 2319,34.21333333,-118.2283333,1972,HWB4,other,conventional,0.1573,none,14529399.885,559.4927311337956,C,1.0,2.7853107476964577e-32,2.7074763159528475e-38,1.3219140992701094e-43,9.46212929420721e-55,none,1.2140699568066076e-26
53 2320,34.22166667,-118.24,1972,HWB1,other,conventional,0.1573,none,10129652.0325,350.3896496582113,CD,1.0,5.020606852349846e-17,2.2552364811440073e-21,6.107994897635575e-29,2.1792551186275047e-35,none,1.5258927702905794e-11
53 2321,34.23166667,-118.265,1972,HWB5,other,conventional,0.1451,none,22342464.144,619.1455126952882,BC,0.9999999998977559,1.0224364255473104e-10,4.481122873866029e-16,7.232375144833926e-21,6.1506736504552655e-31,none,6.853204852694528e-05
53 2322,34.23166667,-118.2616667,1972,HWB3,other,conventional,0.1451,none,16977558.0975,529.4849688800784,C,1.0,2.146258076978043e-34,1.3334720541149472e-40,4.514982586811949e-46,1.6050505095169767e-57,none,1.0931484469708054e-28
53 2323,34.15,-118.1516667,1974,HWB5,other,conventional,0.1194,none,1351350.0,419.8579790311296,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,4.57384579721918e-09
53 2324,34.265,-118.4416667,1976,HWB3,other,seismic,0.8551,none,1486485.0,334.2664932578473,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,21.577445088551723
53 2325,34.265,-118.4416667,1976,HWB4,other,seismic,0.8551,none,1486485.0,334.2664932578473,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,21.577445088551723
53 2326,34.265,-118.4416667,1976,HWB6,other,seismic,0.8551,none,1486485.0,334.2664932578473,CD,0.05486180199594459,0.7752713136438918,0.1388671264905761,0.030950379179617276,4.937868997026073e-05,slight,62662.00668222952
53 2327,34.26666667,-118.4416667,1976,HWB2,other,seismic,0.8551,moderate,1899397.5,335.6348181447873,CD,0.9690002421304125,0.030950379179617276,4.889208188028088e-05,4.866073349836324e-07,7.549962162782585e-13,none,1771.2724916048944
53 2328,34.26666667,-118.4416667,1976,HWB4,other,seismic,0.8551,moderate,1486485.0,335.6348181447873,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,21.577445088551723
53 2329,34.26666667,-118.4416667,1976,HWB2,other,seismic,0.8551,extensive,1899397.5,335.6348181447873,CD,0.9690002421304125,0.030950379179617276,4.889208188028088e-05,4.866073349836324e-07,7.549962162782585e-13,none,1771.2724916048944
53 2330,34.265,-118.4416667,1976,HWB8,other,seismic,0.8551,moderate,1486485.0,334.2664932578473,CD,0.20364181986086316,0.4619921554756018,0.25818563563532226,0.07570501469767187,0.0004753743305409033,slight,80145.68724890554
53 2332,34.155,-118.3766667,1962,HWB7,other,conventional,0.5065,none,1351350.0,347.6757410874106,CD,0.9998236517346359,0.00017634668649022377,1.5788454780850722e-09,2.8358033891197697e-14,1.6297749144208306e-22,none,7.149353539064268
53 2333,34.16666667,-118.465,1966,HWB7,other,conventional,0.6947,none,1351350.0,279.2094604492191,CD,0.9768902402074432,0.023102745112780376,7.0132165354736706e-06,1.4632407067943956e-09,2.484338068841968e-16,none,937.3555173958077
53 2334,34.175,-118.4733333,1966,HWB7,other,conventional,0.6947,none,1351350.0,256.5383672764929,D,0.9768902402074432,0.023102745112780376,7.0132165354736706e-06,1.4632407067943956e-09,2.484338068841968e-16,none,937.3555173958077
53 2336,34.185,-118.4816667,1966,HWB7,other,conventional,0.6637,none,1351350.0,270.7098940983804,CD,0.9868459183557425,0.013151662156193589,2.4191332329382323e-06,3.548309441064399e-10,3.698556422670725e-17,none,533.4366071739618
53 2337,34.27,-118.4316667,1976,HWB4,other,seismic,0.7417,none,11502679.6885,343.9788552155827,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,10.294039823946356
53 2338,34.21333333,-118.2266667,1972,HWB3,other,conventional,0.1573,none,1351350.0,614.7483943542013,BC,1.0,2.7853107476964577e-32,2.7074763159528475e-38,1.3219140992701094e-43,9.46212929420721e-55,none,1.1291818307130372e-27
53 2339,34.21333333,-118.2266667,1972,HWB3,other,conventional,0.1573,none,1351350.0,614.7483943542013,BC,1.0,2.7853107476964577e-32,2.7074763159528475e-38,1.3219140992701094e-43,9.46212929420721e-55,none,1.1291818307130372e-27
53 2341,34.15166667,-118.155,1975,HWB5,other,seismic,0.1194,none,0.0,423.6698498535141,C,0.9999999999998872,1.1282138002041092e-13,9.842326055089176e-20,4.731845841688387e-25,4.754414107760723e-36,none,0.0
53 2342,34.265,-118.445,1976,HWB4,other,seismic,0.8551,moderate,1486485.0,345.4085717773287,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,21.577445088551723
53 2343,34.265,-118.445,1976,HWB4,other,seismic,0.8551,moderate,1486485.0,345.4085717773287,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,21.577445088551723
53 2344,34.26666667,-118.4383333,1976,HWB4,other,seismic,0.7417,none,1486485.0,337.5946179879166,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,1.3302931318688522
53 2345,34.26666667,-118.3933333,1976,HWB4,other,seismic,0.5129,none,1486485.0,360.5864053492613,C,0.9999999976911934,2.307289313216431e-09,1.5157335069771243e-12,1.5387523960680983e-15,3.008168560336878e-22,none,0.00010307334968600133
53 2346,34.26666667,-118.4383333,1976,HWB6,other,seismic,0.7417,slight,1486485.0,337.5946179879166,CD,0.18725186294862373,0.7648973335782058,0.04287731427333363,0.004971426797288632,2.06240254822738e-06,slight,41059.72471887148
53 2347,34.26666667,-118.4383333,1976,HWB4,other,seismic,0.7417,none,1486485.0,337.5946179879166,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,1.3302931318688522
53 2349,33.80833333,-118.2883333,1962,HWB7,other,conventional,0.0944,none,0.0,265.190259824472,D,1.0,2.458497766141325e-33,7.848536666184925e-47,2.4788534086540686e-57,1.843839482311325e-73,none,0.0
53 2350,34.26166667,-118.4383333,1976,HWB4,other,seismic,0.7417,none,1486485.0,334.3938225852789,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,1.3302931318688522
53 2351,34.26166667,-118.4383333,1976,HWB4,other,seismic,0.7417,none,1486485.0,334.3938225852789,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,1.3302931318688522
53 2352,34.275,-118.425,1976,HWB4,other,seismic,0.8375,none,12566545.992,347.0383605957031,CD,0.9996736283521306,0.000323343481540254,3.00092454519972e-06,2.7241429123059544e-08,3.548471997648661e-13,none,125.0018095921264
53 2354,34.27166667,-118.43,1976,HWB4,other,seismic,0.7417,moderate,1486485.0,345.5402282714842,CD,0.9999704125897361,2.94439144169048e-05,1.4274136137717774e-07,7.544822023573586e-10,3.4874130694358905e-15,none,1.3302931318688522
53 2355,34.14833333,-118.8033333,1973,HWB2,other,conventional,0.2746,none,16742005.28,478.6840497205418,C,0.9999999999999776,2.247358409766427e-14,5.185195953242701e-22,1.915141064462196e-26,1.498274771010288e-37,none,1.128758660327336e-08
53 2356,34.27666667,-118.42,1976,HWB4,other,seismic,0.6975,none,11717063.8585,403.6816784667964,C,0.9999923139960238,7.659214780357816e-06,2.6681967619944648e-08,1.0722786294160051e-10,2.9310780609207576e-16,none,2.7176301084641907
53 2357,34.265,-118.4483333,1976,HWB4,other,seismic,0.8551,moderate,22078723.16650001,356.5506502968576,CD,0.9995246256694591,0.0004704490350023709,4.876736460924689e-06,4.8558322611481344e-08,7.549962162782585e-13,none,320.48923248501586
53 2358,34.26666667,-118.4416667,1976,HWB7,other,seismic,0.8551,none,1486485.0,335.6348181447873,CD,0.8301331156398364,0.16939151002962272,0.0004748877224509234,4.866073349836324e-07,7.549962162782585e-13,none,7610.592076428485
53 2361,34.365,-118.5066667,1969,HWB5,other,conventional,0.9465,none,0.0,342.8403516468822,CD,0.0012688597494706633,0.08943290274509408,0.3774670104335228,0.5152160838955724,0.01661514317634008,extensive,0.0
