structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0804,34.07166667,-118.135,1968,HWB5,other,conventional,0.1476,none,9315306.0,419.9804077148315,C,0.9999999998223724,1.77626713872783e-10,8.965154244029016e-16,1.6087230877356568e-20,1.6494530305377052e-30,none,4.964008394768789e-05
53 0816,33.83833333,-118.2066667,1954,HWB5,other,conventional,0.1124,none,2946944.0,284.5996083882176,CD,0.9999999999999887,1.131488330151592e-14,5.978768851521301e-21,1.973875468127033e-26,1.0225204694151736e-37,none,1.0003312332253777e-09
53 0832,33.955,-118.1683333,1957,HWB5,other,conventional,0.1592,none,2630377.75,263.3803199806164,D,0.9999999981179656,1.8820166954250595e-09,1.773557290601432e-14,5.087301656473221e-19,1.1936904136800447e-28,none,0.00014851617765828466
53 0836,33.98,-118.1666667,1957,HWB5,other,conventional,0.1728,none,2457705.25,277.1807929273175,CD,0.9999999792531179,2.0746498043849224e-08,3.840205350073866e-13,1.8300240564387702e-17,1.0523118320095219e-26,none,0.001529738830831438
53 0838,33.99,-118.1716667,1955,HWB5,other,conventional,0.1728,none,3919090.175,283.5165474102793,CD,0.9999999792531179,2.0746498043849224e-08,3.840205350073866e-13,1.8300240564387702e-17,1.0523118320095219e-26,none,0.0024393423182977195
53 0856,34.03166667,-118.2716667,1954,HWB5,other,conventional,0.2158,none,5846841.000000001,298.5922243592993,CD,0.9999938805274394,6.118773295368391e-06,6.99133864110366e-10,1.3138154049120245e-13,8.54435264151747e-22,none,1.0735920471969935
53 0953,33.89666667,-118.285,1960,HWB5,other,conventional,0.1221,none,2595843.25,308.4871948242237,CD,0.9999999999997417,2.583259408841377e-13,2.7127805438997542e-19,1.4987749678910666e-24,1.9242669848307065e-35,none,2.0117265834916792e-08
53 1105,34.06666667,-118.24,1962,HWB5,other,conventional,0.2471,none,5229674.45,309.5018859863447,CD,0.9998905238861276,0.00010943854754271578,3.75501062171715e-08,1.622343402547764e-11,4.610179270332944e-19,none,17.18557047518584
53 1247,33.965,-118.3683333,1961,HWB5,other,conventional,0.2192,none,4685180.5,339.019457799979,CD,0.9999912702474822,8.72861948101794e-06,1.1328023580407224e-09,2.343854053468601e-13,1.8074467325616757e-21,none,1.227279598747512
53 1346,33.96,-118.2583333,1956,HWB5,other,conventional,0.181,none,1146145.0,266.1453766457765,D,0.9999999250012175,7.499675025941189e-08,2.0320740201061193e-12,1.289997180803706e-16,1.2311147806922894e-25,none,0.002578900870863527
53 1405,34.08,-118.22,1962,HWB5,other,conventional,0.2152,none,6540258.725000001,408.9533862304741,C,0.9999942592637622,5.7400949705770756e-06,6.41148797776414e-10,1.1843657078565734e-13,7.4722399687466015e-22,none,1.1265868423823135
53 1407,34.03,-118.2216667,1960,HWB5,other,conventional,0.1915,none,1351350.0,369.3322605716283,C,0.9999996662846491,3.3370098900340366e-07,1.4360569191365317e-11,1.291688643299469e-15,2.2820558133207185e-24,none,0.013529957873487491
53 1446,34.03666667,-118.1633333,1967,HWB5,other,conventional,0.1854,none,8085577.5,407.3037311568814,C,0.9999998570173539,1.4297792730415389e-07,4.718399654857365e-12,3.4747550512781647e-16,4.310968497854923e-25,none,0.03468482614148493
53 1467,34.22333333,-118.3683333,1961,HWB5,other,conventional,0.3849,none,6301795.5,339.0415289332812,CD,0.9305806981406345,0.06863717402526726,0.0007771713500234648,4.956467087598632e-06,1.698714737313237e-11,none,13375.737793005586
53 1511,33.955,-118.3666667,1963,HWB5,other,conventional,0.1829,none,3790536.75,333.9749814370941,CD,0.9999999005431215,9.945394233552575e-08,2.936004959607054e-12,1.9881250104065065e-16,2.126645843004387e-25,none,0.011310405211833066
53 1524,33.835,-118.2866667,1962,HWB5,other,conventional,0.1018,none,3297294.0,263.8782545824938,D,0.9999999999999998,2.146502934308829e-16,4.9806344211575354e-23,8.875325043870674e-29,1.550943185942095e-40,none,2.1232966877002645e-11
53 1589,34.035,-118.3233333,1964,HWB5,other,conventional,0.2262,none,3707203.5,315.98548598358,CD,0.999982478849885,1.751821320339878e-05,2.9361744776009098e-09,7.371638132115717e-13,8.006259316982926e-21,none,1.94917892194968
53 1590,34.03666667,-118.32,1964,HWB5,other,conventional,0.2262,slight,3612609.0,334.6154211425554,CD,0.999982478849885,1.751821320339878e-05,2.9361744776009098e-09,7.371638132115717e-13,8.006259316982926e-21,none,1.8994428862741715
53 1747,34.155,-118.26,1968,HWB5,other,conventional,0.3072,none,5328823.5,323.4809497070327,CD,0.9954403973313098,0.004550665544723573,8.92255056421668e-06,1.4573397974778698e-08,4.394616259749964e-15,none,731.31395542084
53 1804,33.97,-118.1216667,1982,HWB5,other,seismic,0.1433,none,12714401.7,273.3434468800531,CD,0.9999999999320175,6.798223045714501e-11,2.6874358707482463e-16,4.014121986221715e-21,2.977677695026355e-31,none,2.593087496069641e-05
53 1870,34.02,-118.185,1967,HWB5,other,conventional,0.2103,none,7122115.0,310.7263891601658,CD,0.999996640042003,3.359646959497727e-06,3.109877163459434e-10,4.9847530385679473e-14,2.446564184509966e-22,none,0.7180110401256096
53 1896,34.31166667,-118.4333333,1969,HWB5,other,conventional,0.9298,none,6905398.5,426.10187737089,C,0.0016959015913814435,0.1044224334882925,0.39752531525192064,0.4830890610008167,0.01326728866758869,extensive,1166834.5472840993
53 1897,34.30166667,-118.42,1969,HWB5,other,conventional,0.7886,none,5630625.0,440.7606518554716,C,0.017591386924205255,0.31823261695566873,0.46166474863371565,0.20133559686911068,0.0011756506172996856,moderate,551743.3009247547
53 1925,34.32,-118.4416667,1969,HWB5,other,conventional,0.9887,moderate,6094588.5,416.3745846469837,C,0.0006041636651532567,0.05942296053618945,0.32283445815982936,0.5891483312707184,0.027990086368109464,extensive,1236510.428478229
53 1943,34.14833333,-118.0366667,1971,HWB5,other,conventional,0.1351,none,1351350.0,381.1281721837006,C,0.9999999999905949,9.405132630163729e-12,2.2836516061218748e-17,2.365942866958849e-22,9.205110487567994e-33,none,3.812912482831614e-07
53 2018,34.12833333,-118.2283333,1976,HWB5,other,seismic,0.2073,none,8950841.900000002,419.4972270418102,C,0.9999976099278465,2.3898753899557574e-06,1.967347133061875e-10,2.886157719626301e-14,1.2111193339047773e-22,none,0.6418828431749035
53 2033,34.53666667,-118.0333333,1967,HWB1,other,conventional,0.1653,slight,3752749.0,599.1775259208396,BC,0.9999999999999996,3.9331155272527406e-16,2.3221858027409123e-20,9.509331119635055e-28,4.623309185525688e-34,none,4.428695775059798e-11
53 2085,34.04,-118.0466667,1967,HWB5,other,conventional,0.1713,none,9854845.0,305.7450564389497,CD,0.9999999838017223,1.619799864341407e-08,2.7907620070637315e-13,1.2600630044552523e-17,6.587070049866032e-27,none,0.0047890830294920845
53 2190,34.21,-118.215,1972,HWB5,other,conventional,0.1309,none,5148193.050000001,520.4197399903125,C,0.9999999999968541,3.1459350416782026e-12,5.881114992307974e-18,5.007656568953168e-23,1.3784722383474936e-33,none,4.858788497532529e-07
53 2232,34.19666667,-118.1833333,1974,HWB5,other,conventional,0.1261,none,8170162.000000001,527.0341107782676,C,0.9999999999991656,8.344827870381141e-13,1.1447593187755491e-18,7.727965476876121e-24,1.4126610732552423e-34,none,2.0453653493469832e-07
53 2309,34.215,-118.23,1972,HWB5,other,conventional,0.1573,none,4727022.300000001,478.9203430173743,C,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,0.0001852282951257105
53 2311,34.21333333,-118.2266667,1972,HWB5,other,conventional,0.1573,none,4667562.9,614.7483943542013,BC,0.9999999986938525,1.306136415563597e-09,1.1148346417544905e-14,2.9685061340297723e-19,6.107997076890694e-29,none,0.00018289837946375187
53 2392,34.15,-118.1366667,1976,HWB8,other,seismic,0.1236,none,5965209.250000001,396.4403026020569,C,1.0,4.694418879199236e-19,2.798099614139085e-24,6.127780523724753e-29,8.419280030897705e-39,none,8.401090815608155e-14
53 2506,33.95333333,-118.105,1972,HWB5,other,conventional,0.1245,none,7352345.0,279.1718127441384,CD,0.999999999999474,5.260278789867121e-13,6.49144076302384e-19,4.047807667398393e-24,6.432967018756144e-35,none,1.1602653520379325e-07
53 2511,34.27,-118.5266667,1980,HWB5,other,seismic,0.9913,none,5498893.4,355.2102134536338,CD,0.0005769470516765463,0.0579012889981696,0.31938212033888824,0.5932954651571607,0.028844178454104974,extensive,1124279.8410968275
53 2535,34.07166667,-118.1033333,1972,HWB5,other,conventional,0.1484,none,12266254.0,344.5655311180165,CD,0.9999999997887645,2.1123435357985325e-10,1.1148219655467698e-15,2.068672251912951e-20,2.2503342510414957e-30,none,7.773272107467736e-05
53 2578,34.01166667,-118.4966667,1979,HWB5,other,seismic,0.3247,none,2640437.8,378.6934420837194,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,787.3154361112311
53 2579,34.02,-118.505,1979,HWB5,other,seismic,0.3247,none,4408804.400000001,377.3542480468756,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,1314.600085983891
53 2602,34.02166667,-118.5066667,1979,HWB5,other,seismic,0.3247,none,4947792.850000001,377.4601697034913,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,1475.313558034119
53 2635,34.07166667,-118.0466667,1955,HWB5,other,conventional,0.1549,none,3938084.15,289.7611578234377,CD,0.9999999991860095,8.139844268544085e-10,6.120036400648242e-15,1.4814659934983813e-19,2.5762951510857106e-29,none,9.61681033355866e-05
53 2638,34.055,-118.2083333,1974,HWB5,other,conventional,0.2088,none,3085082.0,408.6879281900966,C,0.9999971626850764,2.8370671757417365e-06,2.477098055653072e-10,3.7991261605154794e-14,1.7246365226046262e-22,none,0.2626387120066797
53 2639,34.06166667,-118.1666667,1974,HWB5,other,conventional,0.1668,none,2469216.75,423.9765708409986,C,0.9999999924784055,7.521490371691946e-09,1.040891085092239e-13,3.985683389108223e-18,1.5574236095896181e-27,none,0.0005571862642683614
53 2731,33.84,-118.2066667,1990,HWB5,other,seismic,0.1124,none,31367310.97500001,282.96746640565,CD,0.9999999999999887,1.131488330151592e-14,5.978768851521301e-21,1.973875468127033e-26,1.0225204694151736e-37,none,1.0647538898121472e-08
53 2736,33.83,-118.1416667,1989,HWB5,other,seismic,0.1075,none,3397444.050000001,242.6513290212775,D,0.999999999999998,1.9579194859573203e-15,7.144726972036626e-22,1.787356505136392e-27,5.6784238507286586e-39,none,1.99557851430342e-10
53 2765,33.96,-118.24,1987,HWB5,other,seismic,0.1754,none,1974272.300000001,270.8615087890644,CD,0.9999999684351859,3.1564153500770335e-08,6.606001887719667e-13,3.4528030749138795e-17,2.3374660273109832e-26,none,0.001869591371299827
53 2766,33.96,-118.24,1987,HWB5,other,seismic,0.1754,none,7164307.150000001,270.8615087890644,CD,0.9999999684351859,3.1564153500770335e-08,6.606001887719667e-13,3.4528030749138795e-17,2.3374660273109832e-26,none,0.006784437399532806
53 0046,34.12666667,-118.2616667,1999,HWB5,other,seismic,0.3398,none,1554052.5,317.9385097839029,CD,0.9822785450114523,0.017644792929047744,7.643194841446831e-05,2.3011087914781818e-07,2.0630571983608576e-13,none,832.2197791595032
53 0094,34.06833333,-118.1483333,1952,HWB5,other,conventional,0.1561,none,823467.645,426.9463526343623,C,0.9999999989672063,1.0327854949472918e-09,8.275584284034028e-15,2.101415828546731e-19,3.976363547384927e-29,none,2.5514508396765482e-05
53 0097,34.07166667,-118.125,1953,HWB5,other,conventional,0.1476,none,1351350.0,427.7289428710767,C,0.9999999998223724,1.77626713872783e-10,8.965154244029016e-16,1.6087230877356568e-20,1.6494530305377052e-30,none,7.2011727196839296e-06
53 0099,34.07166667,-118.1066667,1953,HWB5,other,conventional,0.1484,none,1351350.0,370.3116685890515,C,0.9999999997887645,2.1123435357985325e-10,1.1148219655467698e-15,2.068672251912951e-20,2.2503342510414957e-30,none,8.563666839465842e-06
53 0100,34.07166667,-118.0983333,1953,HWB5,other,conventional,0.1484,none,1351350.0,315.8783200704931,CD,0.9999999997887645,2.1123435357985325e-10,1.1148219655467698e-15,2.068672251912951e-20,2.2503342510414957e-30,none,8.563666839465842e-06
53 0108,34.01,-118.165,1926,HWB5,other,conventional,0.1674,none,1351350.0,330.7112438964564,CD,0.9999999916500532,8.349827767881576e-09,1.1901966322230812e-13,4.659849090902644e-18,1.8937659061149687e-27,none,0.0003385190611758264
53 0124,34.07166667,-118.0516667,1956,HWB5,other,conventional,0.1549,none,1351350.0,289.4050112144536,CD,0.9999999991860095,8.139844268544085e-10,6.120036400648242e-15,1.4814659934983813e-19,2.5762951510857106e-29,none,3.299999733183583e-05
53 0131,34.05666667,-118.2333333,1937,HWB5,other,conventional,0.2534,none,1351350.0,310.8429417571558,CD,0.9998216464895178,0.00017827851169977386,7.496098997799376e-08,3.779248302587642e-11,1.4120695984940118e-18,none,7.235616653989116
53 0154,33.98833333,-118.1366667,1925,HWB5,other,conventional,0.1286,none,1351350.0,352.7229500492759,CD,0.9999999999983168,1.683177949333542e-12,2.71688523200602e-18,2.0720951675304343e-23,4.696950046957147e-34,none,6.823716937898543e-08
53 0192,33.97833333,-118.1083333,1958,HWB5,other,conventional,0.1552,none,1351350.0,271.2841726863278,CD,0.9999999991358242,8.641692118295551e-10,6.601914621337652e-15,1.617397521970387e-19,2.8728638618548286e-29,none,3.503456570660372e-05
53 0193,34.06333333,-118.015,1933,HWB5,other,conventional,0.1349,none,1351350.0,298.5567907714844,CD,0.9999999999910609,8.939049691082768e-12,2.1440307442354294e-17,2.2009462706777834e-22,8.42531729892898e-33,none,3.623958619444541e-07
53 0253,34.00166667,-118.17,1936,HWB5,other,conventional,0.182,none,1351350.0,289.9358044433566,CD,0.9999999129291229,8.706840852880703e-08,2.468349572285663e-12,1.6212491737698657e-16,1.6432337347871576e-25,none,0.003530063719069539
53 0295,33.90166667,-118.3783333,1964,HWB5,other,conventional,0.1543,none,1351350.0,306.3902461313445,CD,0.9999999992782564,7.217383429332765e-10,5.2554494829027596e-15,1.2419336208118615e-19,2.0699487891127696e-29,none,2.926020148977637e-05
53 0307,34.21166667,-118.4483333,1966,HWB5,other,conventional,0.6457,none,1351350.0,298.8498569905266,CD,0.1342275338577874,0.5833749069861329,0.24894463374069098,0.03342636679428725,2.6558621101500216e-05,slight,61891.787065600474
53 0312,34.14833333,-118.0483333,1971,HWB5,other,conventional,0.1315,none,1351350.0,365.5284297321658,C,0.9999999999963078,3.6921472320087815e-12,7.168636526403069e-18,6.279870913874048e-23,1.8175023061546866e-33,none,1.4968226986742534e-07
53 0314,34.14833333,-118.0816667,1972,HWB5,other,conventional,0.1392,none,810810.0,378.0493656468264,C,0.9999999999740687,2.593113017683999e-11,8.063375557697805e-17,1.0058080684681513e-21,5.42939099026667e-32,none,6.307618202568176e-07
53 0318,34.07166667,-118.1316667,1953,HWB5,other,conventional,0.1476,none,1351350.0,422.2156487031923,C,0.9999999998223724,1.77626713872783e-10,8.965154244029016e-16,1.6087230877356568e-20,1.6494530305377052e-30,none,7.2011727196839296e-06
53 0324,34.55166667,-118.1133333,1967,HWB5,other,conventional,0.1437,none,1351350.0,442.6653222936342,C,0.9999999999255064,7.449334678416201e-11,3.0134710064054937e-16,4.5796496128370425e-21,3.50246649339981e-31,none,3.020030104882853e-06
53 0359,34.15333333,-118.12,1972,HWB5,other,conventional,0.1289,none,1351350.0,393.6308496093733,C,0.9999999999981718,1.828201596713861e-12,3.008489999377212e-18,2.3279591872694013e-23,5.413404797334697e-34,none,7.411653208127985e-08
53 0360,34.15333333,-118.1166667,1972,HWB5,other,conventional,0.1289,none,1351350.0,392.2853528105653,C,0.9999999999981718,1.828201596713861e-12,3.008489999377212e-18,2.3279591872694013e-23,5.413404797334697e-34,none,7.411653208127985e-08
53 0362,34.15333333,-118.105,1976,HWB5,other,seismic,0.1318,none,1486485.0,384.0573828125039,C,0.999999999996002,3.9979891263343586e-12,7.910324884683276e-18,7.028405046453464e-23,2.085566039888718e-33,none,1.782894667062358e-07
53 0364,34.15,-118.095,1976,HWB5,other,seismic,0.1318,none,1486485.0,372.2328552246094,C,0.999999999996002,3.9979891263343586e-12,7.910324884683276e-18,7.028405046453464e-23,2.085566039888718e-33,none,1.782894667062358e-07
53 0366,34.14833333,-118.0883333,1976,HWB5,other,seismic,0.1392,none,1486485.0,371.4753804715048,C,0.9999999999740687,2.593113017683999e-11,8.063375557697805e-17,1.0058080684681513e-21,5.42939099026667e-32,none,1.1563966704708322e-06
53 0404,33.83166667,-118.135,1956,HWB5,other,conventional,0.1347,none,1351350.0,242.1787554931643,D,0.999999999991505,8.494965405560426e-12,2.0126485593369825e-17,2.0471252102033083e-22,7.710148957343091e-33,none,3.443923209273865e-07
53 0418,34.005,-118.0866667,1972,HWB5,other,conventional,0.1735,none,1351350.0,270.0051162596452,CD,0.9999999767447566,2.3254798403111216e-08,4.450027603733646e-13,2.1743509821029524e-17,1.3067949467894453e-26,none,0.0009428092703655217
53 0420,34.07666667,-118.0416667,1973,HWB5,other,conventional,0.1482,none,1351350.0,291.0417558331068,CD,0.9999999997976888,2.0231012768987719e-10,1.0558950882785092e-15,1.943004274657085e-20,2.0826584224108174e-30,none,8.201867888881867e-06
53 0457,33.83666667,-118.215,1954,HWB5,other,conventional,0.1277,none,1351350.0,239.0854003906055,D,0.999999999998689,1.3109715903593733e-12,1.9964795487948443e-18,1.457634807531033e-23,3.059365117136426e-34,none,5.314765959929967e-08
53 0472,33.94166667,-118.06,1952,HWB5,other,conventional,0.107,none,1351350.0,378.42822265625,C,0.9999999999999983,1.625111313941467e-15,5.704962283564373e-22,1.3863536421401968e-27,4.184839578019205e-39,none,6.588288689851865e-11
53 0477,34.20333333,-118.4866667,1958,HWB5,other,conventional,0.7136,none,1351350.0,288.1109717185534,CD,0.05407488193356802,0.4761343800161793,0.3784210992285389,0.09117073337387263,0.00019890544784114693,slight,91282.75754158062
53 0547,34.215,-118.465,1971,HWB5,other,conventional,0.7109,none,1351350.0,298.741135253907,CD,0.05618713759888394,0.4815561390445543,0.37396058321993486,0.08811105550488217,0.00018508463174472787,slight,89967.99021691534
53 0561,34.2,-118.3866667,1938,HWB5,other,conventional,0.4289,none,1351350.0,323.4611779105217,CD,0.826116315432357,0.16950379707276544,0.004327198263353206,5.2688656386963074e-05,5.751373667343354e-10,none,7357.3744162470475
53 0566,34.325,-118.3516667,1979,HWB5,other,seismic,0.4312,none,1486485.0,666.6879487341292,BC,0.8191649958038338,0.17609924463139112,0.004676970337264195,5.878854810637919e-05,6.794044735765458e-10,none,8431.094353477392
53 0585,33.80666667,-118.2983333,1923,HWB5,other,conventional,0.1007,none,1351350.0,278.8465776261453,CD,0.9999999999999999,1.3692429095916324e-16,2.902718024101894e-23,4.8341209767106234e-29,7.498093612608454e-41,none,5.55098235571669e-12
